,nconst,director,primaryName,birthYear,tconst,category
486,nm0001345,director,Jim Henson,1936,tt0779384,director
487,nm0001345,director,Jim Henson,1936,tt0902583,director
488,nm0001345,director,Jim Henson,1936,tt0945592,director
489,nm0001345,director,Jim Henson,1936,tt0978955,director
490,nm0001345,director,Jim Henson,1936,tt1042545,director
491,nm0001345,director,Jim Henson,1936,tt1042576,director
492,nm0001345,director,Jim Henson,1936,tt1076780,director
493,nm0001345,director,Jim Henson,1936,tt12507150,director
494,nm0001345,director,Jim Henson,1936,tt13377446,director
495,nm0001345,director,Jim Henson,1936,tt1353303,director
496,nm0001345,director,Jim Henson,1936,tt13653416,director
497,nm0001345,director,Jim Henson,1936,tt14298992,director
498,nm0001345,director,Jim Henson,1936,tt14423962,director
499,nm0001345,director,Jim Henson,1936,tt1506640,director
500,nm0001345,director,Jim Henson,1936,tt1506641,director
501,nm0001345,director,Jim Henson,1936,tt1601407,director
502,nm0001345,director,Jim Henson,1936,tt1722633,director
503,nm0001345,director,Jim Henson,1936,tt1807613,director
504,nm0001345,director,Jim Henson,1936,tt1822866,director
505,nm0001345,director,Jim Henson,1936,tt2241477,director
506,nm0001345,director,Jim Henson,1936,tt2339482,director
507,nm0001345,director,Jim Henson,1936,tt2626734,director
508,nm0001345,director,Jim Henson,1936,tt3292014,director
509,nm0001345,director,Jim Henson,1936,tt3297228,director
510,nm0001345,director,Jim Henson,1936,tt3297238,director
511,nm0001345,director,Jim Henson,1936,tt3297246,director
512,nm0001345,director,Jim Henson,1936,tt3297292,director
513,nm0001345,director,Jim Henson,1936,tt3297298,director
514,nm0001345,director,Jim Henson,1936,tt3297304,director
515,nm0001345,director,Jim Henson,1936,tt4211646,director
516,nm0001345,director,Jim Henson,1936,tt5020274,director
517,nm0001345,director,Jim Henson,1936,tt5057610,director
518,nm0001345,director,Jim Henson,1936,tt5085964,director
519,nm0001345,director,Jim Henson,1936,tt5085976,director
520,nm0001345,director,Jim Henson,1936,tt5129018,director
521,nm0001345,director,Jim Henson,1936,tt5129064,director
522,nm0001345,director,Jim Henson,1936,tt5129078,director
523,nm0001345,director,Jim Henson,1936,tt5129086,director
524,nm0001345,director,Jim Henson,1936,tt6470528,director
525,nm0001345,director,Jim Henson,1936,tt7534736,director
526,nm0001345,director,Jim Henson,1936,tt7565138,director
527,nm0001345,director,Jim Henson,1936,tt7597792,director
528,nm0001345,director,Jim Henson,1936,tt7600490,director
529,nm0001402,director,Terry Jones,1942,tt0071853,director
530,nm0001402,director,Terry Jones,1942,tt0079470,director
531,nm0001402,director,Terry Jones,1942,tt0093727,director
532,nm0001402,director,Terry Jones,1942,tt0097289,director
533,nm0001402,director,Terry Jones,1942,tt0151625,director
534,nm0001402,director,Terry Jones,1942,tt0220292,director
535,nm0001402,director,Terry Jones,1942,tt0315798,director
536,nm0001402,director,Terry Jones,1942,tt0752170,director
537,nm0001402,director,Terry Jones,1942,tt0996068,director
538,nm0001402,director,Terry Jones,1942,tt1226214,director
539,nm0001402,director,Terry Jones,1942,tt1727770,director
540,nm0001402,director,Terry Jones,1942,tt1905048,director
541,nm0001402,director,Terry Jones,1942,tt9738766,director
542,nm0001565,director,Mike Newell,1942,tt0062627,director
543,nm0001565,director,Mike Newell,1942,tt0065426,director
544,nm0001565,director,Mike Newell,1942,tt0067450,director
545,nm0001565,director,Mike Newell,1942,tt0068362,director
546,nm0001565,director,Mike Newell,1942,tt0068788,director
547,nm0001565,director,Mike Newell,1942,tt0069023,director
548,nm0001565,director,Mike Newell,1942,tt0069767,director
549,nm0001565,director,Mike Newell,1942,tt0070385,director
550,nm0001565,director,Mike Newell,1942,tt0070441,director
551,nm0001565,director,Mike Newell,1942,tt0070958,director
552,nm0001565,director,Mike Newell,1942,tt0071181,director
553,nm0001565,director,Mike Newell,1942,tt0071313,director
554,nm0001565,director,Mike Newell,1942,tt0071551,director
555,nm0001565,director,Mike Newell,1942,tt0071869,director
556,nm0001565,director,Mike Newell,1942,tt0072164,director
557,nm0001565,director,Mike Newell,1942,tt0072726,director
558,nm0001565,director,Mike Newell,1942,tt0072733,director
559,nm0001565,director,Mike Newell,1942,tt0073189,director
560,nm0001565,director,Mike Newell,1942,tt0073309,director
561,nm0001565,director,Mike Newell,1942,tt0073385,director
562,nm0001565,director,Mike Newell,1942,tt0073412,director
563,nm0001565,director,Mike Newell,1942,tt0073478,director
564,nm0001565,director,Mike Newell,1942,tt0074255,director
565,nm0001565,director,Mike Newell,1942,tt0074853,director
566,nm0001565,director,Mike Newell,1942,tt0075124,director
567,nm0001565,director,Mike Newell,1942,tt0075828,director
568,nm0001565,director,Mike Newell,1942,tt0076156,director
569,nm0001565,director,Mike Newell,1942,tt0076376,director
570,nm0001565,director,Mike Newell,1942,tt0077424,director
571,nm0001565,director,Mike Newell,1942,tt0077858,director
572,nm0001565,director,Mike Newell,1942,tt0077953,director
573,nm0001565,director,Mike Newell,1942,tt0080402,director
574,nm0001565,director,Mike Newell,1942,tt0082043,director
575,nm0001565,director,Mike Newell,1942,tt0083656,director
576,nm0001565,director,Mike Newell,1942,tt0085252,director
577,nm0001565,director,Mike Newell,1942,tt0088987,director
578,nm0001565,director,Mike Newell,1942,tt0092545,director
579,nm0001565,director,Mike Newell,1942,tt0093103,director
580,nm0001565,director,Mike Newell,1942,tt0096146,director
581,nm0001565,director,Mike Newell,1942,tt0101811,director
582,nm0001565,director,Mike Newell,1942,tt0104522,director
583,nm0001565,director,Mike Newell,1942,tt0109831,director
584,nm0001565,director,Mike Newell,1942,tt0112427,director
585,nm0001565,director,Mike Newell,1942,tt0119008,director
586,nm0001565,director,Mike Newell,1942,tt0120797,director
587,nm0001565,director,Mike Newell,1942,tt0250197,director
588,nm0001565,director,Mike Newell,1942,tt0250203,director
589,nm0001565,director,Mike Newell,1942,tt0250255,director
590,nm0001565,director,Mike Newell,1942,tt0250259,director
591,nm0001565,director,Mike Newell,1942,tt0250322,director
592,nm0001565,director,Mike Newell,1942,tt0250397,director
593,nm0001565,director,Mike Newell,1942,tt0250470,director
594,nm0001565,director,Mike Newell,1942,tt0250726,director
595,nm0001565,director,Mike Newell,1942,tt0250777,director
596,nm0001565,director,Mike Newell,1942,tt0250812,director
597,nm0001565,director,Mike Newell,1942,tt0250822,director
598,nm0001565,director,Mike Newell,1942,tt0304415,director
599,nm0001565,director,Mike Newell,1942,tt0330373,director
600,nm0001565,director,Mike Newell,1942,tt0332159,director
601,nm0001565,director,Mike Newell,1942,tt0381175,director
602,nm0001565,director,Mike Newell,1942,tt0473075,director
603,nm0001565,director,Mike Newell,1942,tt0484740,director
604,nm0001565,director,Mike Newell,1942,tt0505840,director
605,nm0001565,director,Mike Newell,1942,tt0533181,director
606,nm0001565,director,Mike Newell,1942,tt0533184,director
607,nm0001565,director,Mike Newell,1942,tt0533197,director
608,nm0001565,director,Mike Newell,1942,tt0533199,director
609,nm0001565,director,Mike Newell,1942,tt0533201,director
610,nm0001565,director,Mike Newell,1942,tt0533202,director
611,nm0001565,director,Mike Newell,1942,tt0593627,director
612,nm0001565,director,Mike Newell,1942,tt0593636,director
613,nm0001565,director,Mike Newell,1942,tt0595058,director
614,nm0001565,director,Mike Newell,1942,tt0595070,director
615,nm0001565,director,Mike Newell,1942,tt0721130,director
616,nm0001565,director,Mike Newell,1942,tt0752174,director
617,nm0001565,director,Mike Newell,1942,tt0752178,director
618,nm0001565,director,Mike Newell,1942,tt0765593,director
619,nm0001565,director,Mike Newell,1942,tt0766124,director
620,nm0001565,director,Mike Newell,1942,tt0766125,director
621,nm0001565,director,Mike Newell,1942,tt0769802,director
622,nm0001565,director,Mike Newell,1942,tt0863702,director
623,nm0001565,director,Mike Newell,1942,tt0918506,director
624,nm0001565,director,Mike Newell,1942,tt0962398,director
625,nm0001565,director,Mike Newell,1942,tt0962400,director
626,nm0001565,director,Mike Newell,1942,tt0982422,director
627,nm0001565,director,Mike Newell,1942,tt0982423,director
628,nm0001565,director,Mike Newell,1942,tt1029942,director
629,nm0001565,director,Mike Newell,1942,tt1029943,director
630,nm0001565,director,Mike Newell,1942,tt1055498,director
631,nm0001565,director,Mike Newell,1942,tt1055503,director
632,nm0001565,director,Mike Newell,1942,tt1055504,director
633,nm0001565,director,Mike Newell,1942,tt1055509,director
634,nm0001565,director,Mike Newell,1942,tt1055510,director
635,nm0001565,director,Mike Newell,1942,tt1055516,director
636,nm0001565,director,Mike Newell,1942,tt1055523,director
637,nm0001565,director,Mike Newell,1942,tt1055588,director
638,nm0001565,director,Mike Newell,1942,tt10804150,director
639,nm0001565,director,Mike Newell,1942,tt10804164,director
640,nm0001565,director,Mike Newell,1942,tt1184532,director
641,nm0001565,director,Mike Newell,1942,tt1194567,director
642,nm0001565,director,Mike Newell,1942,tt1229263,director
643,nm0001565,director,Mike Newell,1942,tt1263377,director
644,nm0001565,director,Mike Newell,1942,tt1289403,director
645,nm0001565,director,Mike Newell,1942,tt1302826,director
646,nm0001565,director,Mike Newell,1942,tt1302828,director
647,nm0001565,director,Mike Newell,1942,tt1302829,director
648,nm0001565,director,Mike Newell,1942,tt1302830,director
649,nm0001565,director,Mike Newell,1942,tt1302831,director
650,nm0001565,director,Mike Newell,1942,tt1303281,director
651,nm0001565,director,Mike Newell,1942,tt1325923,director
652,nm0001565,director,Mike Newell,1942,tt1326664,director
653,nm0001565,director,Mike Newell,1942,tt1326665,director
654,nm0001565,director,Mike Newell,1942,tt1326666,director
655,nm0001565,director,Mike Newell,1942,tt1326667,director
656,nm0001565,director,Mike Newell,1942,tt1335143,director
657,nm0001565,director,Mike Newell,1942,tt1335144,director
658,nm0001565,director,Mike Newell,1942,tt1335145,director
659,nm0001565,director,Mike Newell,1942,tt1335148,director
660,nm0001565,director,Mike Newell,1942,tt1335149,director
661,nm0001565,director,Mike Newell,1942,tt1410507,director
662,nm0001565,director,Mike Newell,1942,tt1459596,director
663,nm0001565,director,Mike Newell,1942,tt1731706,director
664,nm0001565,director,Mike Newell,1942,tt1781003,director
665,nm0001565,director,Mike Newell,1942,tt1836808,director
666,nm0001565,director,Mike Newell,1942,tt1851137,director
667,nm0001565,director,Mike Newell,1942,tt5195428,director
668,nm0001565,director,Mike Newell,1942,tt9735818,director
669,nm0001565,director,Mike Newell,1942,tt9740360,director
670,nm0001565,director,Mike Newell,1942,tt9861332,director
671,nm0002120,director,Lasse Hallström,1946,tt0070701,director
672,nm0002120,director,Lasse Hallström,1946,tt0073239,director
673,nm0002120,director,Lasse Hallström,1946,tt0075617,director
674,nm0002120,director,Lasse Hallström,1946,tt0079360,director
675,nm0002120,director,Lasse Hallström,1946,tt0083238,director
676,nm0002120,director,Lasse Hallström,1946,tt0086488,director
677,nm0002120,director,Lasse Hallström,1946,tt0089606,director
678,nm0002120,director,Lasse Hallström,1946,tt0090610,director
679,nm0002120,director,Lasse Hallström,1946,tt0093524,director
680,nm0002120,director,Lasse Hallström,1946,tt0102590,director
681,nm0002120,director,Lasse Hallström,1946,tt0108550,director
682,nm0002120,director,Lasse Hallström,1946,tt0114496,director
683,nm0002120,director,Lasse Hallström,1946,tt0120824,director
684,nm0002120,director,Lasse Hallström,1946,tt0124315,director
685,nm0002120,director,Lasse Hallström,1946,tt0241303,director
686,nm0002120,director,Lasse Hallström,1946,tt0276963,director
687,nm0002120,director,Lasse Hallström,1946,tt0330532,director
688,nm0002120,director,Lasse Hallström,1946,tt0331194,director
689,nm0002120,director,Lasse Hallström,1946,tt0350261,director
690,nm0002120,director,Lasse Hallström,1946,tt0353142,director
691,nm0002120,director,Lasse Hallström,1946,tt0402894,director
692,nm0002120,director,Lasse Hallström,1946,tt0462338,director
693,nm0002120,director,Lasse Hallström,1946,tt0477437,director
694,nm0002120,director,Lasse Hallström,1946,tt0510066,director
695,nm0002120,director,Lasse Hallström,1946,tt0510067,director
696,nm0002120,director,Lasse Hallström,1946,tt0989757,director
697,nm0002120,director,Lasse Hallström,1946,tt10162922,director
698,nm0002120,director,Lasse Hallström,1946,tt1028532,director
699,nm0002120,director,Lasse Hallström,1946,tt1055725,director
700,nm0002120,director,Lasse Hallström,1946,tt10870218,director
701,nm0002120,director,Lasse Hallström,1946,tt10870282,director
702,nm0002120,director,Lasse Hallström,1946,tt10870300,director
703,nm0002120,director,Lasse Hallström,1946,tt11549738,director
704,nm0002120,director,Lasse Hallström,1946,tt11550754,director
705,nm0002120,director,Lasse Hallström,1946,tt11550916,director
706,nm0002120,director,Lasse Hallström,1946,tt11551100,director
707,nm0002120,director,Lasse Hallström,1946,tt1441952,director
708,nm0002120,director,Lasse Hallström,1946,tt14620236,director
709,nm0002120,director,Lasse Hallström,1946,tt1556243,director
710,nm0002120,director,Lasse Hallström,1946,tt1702439,director
711,nm0002120,director,Lasse Hallström,1946,tt1753383,director
712,nm0002120,director,Lasse Hallström,1946,tt2304464,director
713,nm0002120,director,Lasse Hallström,1946,tt2331638,director
714,nm0002120,director,Lasse Hallström,1946,tt2331664,director
715,nm0002120,director,Lasse Hallström,1946,tt2331700,director
716,nm0002120,director,Lasse Hallström,1946,tt2331706,director
717,nm0002120,director,Lasse Hallström,1946,tt2980648,director
718,nm0002120,director,Lasse Hallström,1946,tt3529186,director
719,nm0002120,director,Lasse Hallström,1946,tt3748912,director
720,nm0002120,director,Lasse Hallström,1946,tt3748916,director
721,nm0002120,director,Lasse Hallström,1946,tt3748922,director
722,nm0002120,director,Lasse Hallström,1946,tt3748924,director
723,nm0002120,director,Lasse Hallström,1946,tt3748930,director
724,nm0002120,director,Lasse Hallström,1946,tt5523010,director
725,nm0002120,director,Lasse Hallström,1946,tt6015792,director
726,nm0002120,director,Lasse Hallström,1946,tt6887548,director
727,nm0002120,director,Lasse Hallström,1946,tt6887558,director
728,nm0002120,director,Lasse Hallström,1946,tt6887560,director
729,nm0002120,director,Lasse Hallström,1946,tt7923136,director
730,nm0002137,director,Arthur Hiller,1923,tt0050229,director
731,nm0002137,director,Arthur Hiller,1923,tt0056578,director
732,nm0002137,director,Arthur Hiller,1923,tt0057312,director
733,nm0002137,director,Arthur Hiller,1923,tt0057681,director
734,nm0002137,director,Arthur Hiller,1923,tt0057840,director
735,nm0002137,director,Arthur Hiller,1923,tt0060818,director
736,nm0002137,director,Arthur Hiller,1923,tt0060863,director
737,nm0002137,director,Arthur Hiller,1923,tt0062369,director
738,nm0002137,director,Arthur Hiller,1923,tt0062377,director
