,index,DFL_title,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,newurl,mpaarating,rlsdt,budget,worldwide,DIR_COUNT,DIR_AGE,DIR_RTG,DIR_FILM_COUNT,WTR_COUNT,WTR_AGE,WTR_FILM_COUNT,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,fi,history,horror,music,musical,mystery,news,romance,sci,sport,thriller,western,newmpaarating_G,newmpaarating_Not Rated,newmpaarating_PG,newmpaarating_PG-13,budget_adj,worldwide_adj,ROI,rlsdt_dt,rlsdt_mo,rlsdt_day,rlsdt_daynm,rlsdt_dayofwk,rlsdt_season,rlsdt_season_NM
165,166,Mary Poppins Returns,tt5028340,movie,Mary Poppins Returns,2018,130,"Adventure,Comedy,Family",6.7,85960.0,https://www.imdb.com/title/tt5028340,PG,2018-12-19 00:00:00,"$130,000,000 (estimated)","$349,546,142",1.0,58.0,6.56,5.0,3.0,87.5,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130000000,349546142,1.688816476923077,2018-12-19,12.0,19.0,Wednesday,4.0,3.0,Fall
166,167,Max Keeble's Big Move,tt0273799,movie,Max Keeble's Big Move,2001,86,"Comedy,Crime,Family",5.4,8052.0,https://www.imdb.com/title/tt0273799,PG,2001-10-05 00:00:00,"$25,000,000 (estimated)","$18,634,654",1.0,43.0,6.2,1.0,4.0,30.0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000000,18634654,-0.25461384,2001-10-05,10.0,5.0,Friday,6.0,3.0,Fall
167,168,"McFarland, USA",tt2097298,movie,"McFarland, USA",2015,129,"Biography,Drama,Sport",7.4,38125.0,https://www.imdb.com/title/tt2097298,PG,2015-02-20 00:00:00,"$17,000,000 (estimated)","$45,710,059",1.0,48.0,6.725,4.0,3.0,46.5,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17000000,45710059,1.688827,2015-02-20,2.0,20.0,Friday,6.0,4.0,Winter
168,169,Meet The Deedles,tt0120645,movie,Meet the Deedles,1998,93,"Comedy,Family",4.0,2928.0,https://www.imdb.com/title/tt0120645,PG,1998-03-27 00:00:00,"$24,000,000 (estimated)","$4,356,216",1.0,46.0,6.584294088531414,0.0,1.0,54.5,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24000000,4356216,-0.818491,1998-03-27,3.0,27.0,Friday,6.0,4.0,Winter
169,170,Meet the Robinsons,tt0396555,movie,Meet the Robinsons,2007,95,"Adventure,Animation,Comedy",6.8,96443.0,https://www.imdb.com/title/tt0396555,G,2007-03-30 00:00:00,"$150,000,000 (estimated)","$169,333,034",1.0,37.0,6.584294088531414,0.0,5.0,35.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150000000,169333034,0.1288868933333333,2007-03-30,3.0,30.0,Friday,6.0,4.0,Winter
170,171,Melody Time,tt0040580,movie,Melody Time,1948,75,"Animation,Comedy,Family",6.2,5920.0,https://www.imdb.com/title/tt0040580,Approved,1948-05-27 00:00:00,error,error,4.0,43.25,6.4,3.0,2.0,40.5,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1948-05-27,5.0,27.0,Thursday,5.0,1.0,Spring
171,172,Midnight Madness,tt0081159,movie,Midnight Madness,1980,112,Comedy,6.3,3503.0,https://www.imdb.com/title/tt0081159,PG,1980-02-08 00:00:00,error,"$2,900,000",2.0,24.5,6.584294088531414,0.0,3.0,54.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2900000,,1980-02-08,2.0,8.0,Friday,6.0,4.0,Winter
172,173,Mighty Joe Young,tt0041650,movie,Mighty Joe Young,1949,94,"Adventure,Drama,Fantasy",7.0,5188.0,https://www.imdb.com/title/tt0041650,Approved,1949-08-29 00:00:00,"$1,800,000 (estimated)",error,1.0,56.0,6.515384615384615,13.0,2.0,54.5,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1800000,0,-1.0,1949-08-29,8.0,29.0,Monday,2.0,2.0,Summer
173,174,Mighty Joe Young,tt0120751,movie,Mighty Joe Young,1998,114,"Action,Adventure,Family",5.7,28909.0,https://www.imdb.com/title/tt0120751,PG,1998-12-25 00:00:00,"$90,000,000 (estimated)","$50,632,037",1.0,45.0,6.675,4.0,4.0,103.5,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90000000,50632037,-0.4374218111111111,1998-12-25,12.0,25.0,Friday,6.0,3.0,Fall
174,175,Million Dollar Arm,tt1647668,movie,Million Dollar Arm,2014,124,"Biography,Drama,Sport",7.0,45582.0,https://www.imdb.com/title/tt1647668,PG,2014-05-16 00:00:00,"$25,000,000 (estimated)","$38,483,455",1.0,47.0,6.3,3.0,1.0,48.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25000000,38483455,0.5393382,2014-05-16,5.0,16.0,Friday,6.0,1.0,Spring
175,176,Miracle of the White Stallions,tt0057312,movie,Miracle of the White Stallions,1963,118,"Adventure,Drama,Family",6.5,696.0,https://www.imdb.com/title/tt0057312,G,1963-03-29 00:00:00,error,"$2,550,000",1.0,40.0,5.8,1.0,2.0,48.5,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2550000,,1963-03-29,3.0,29.0,Friday,6.0,4.0,Winter
176,177,Moana,tt3521164,movie,Moana,2016,107,"Adventure,Animation,Comedy",7.6,315940.0,https://www.imdb.com/title/tt3521164,PG,2016-11-23 00:00:00,"$150,000,000 (estimated)","$644,136,488",4.0,55.25,7.416666666666667,6.0,2.0,41.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000000,644136488,3.294243253333333,2016-11-23,11.0,23.0,Wednesday,4.0,3.0,Fall
177,178,"Monkeys, Go Home!",tt0061989,movie,"Monkeys, Go Home!",1967,101,"Comedy,Family",5.8,521.0,https://www.imdb.com/title/tt0061989,Passed,1967-06-23 00:00:00,error,error,1.0,47.0,6.300000000000001,9.0,2.0,54.0,52.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1967-06-23,6.0,23.0,Friday,6.0,1.0,Spring
178,179,Monsters University,tt1453405,movie,Monsters University,2013,104,"Adventure,Animation,Comedy",7.3,347584.0,https://www.imdb.com/title/tt1453405,G,2013-06-21 00:00:00,"$200,000,000 (estimated)","$743,559,645",1.0,37.0,8.3,1.0,2.0,47.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200000000,743559645,2.717798225,2013-06-21,6.0,21.0,Friday,6.0,1.0,Spring
179,180,"Monsters, Inc.",tt0198781,movie,"Monsters, Inc.",2001,92,"Adventure,Animation,Comedy",8.1,876245.0,https://www.imdb.com/title/tt0198781,G,2001-11-02 00:00:00,"$115,000,000 (estimated)","$579,707,738",3.0,37.0,6.584294088531414,0.0,3.0,36.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115000000,579707738,4.040936852173913,2001-11-02,11.0,2.0,Friday,6.0,3.0,Fall
180,181,Moon Pilot,tt0056249,movie,Moon Pilot,1962,98,"Comedy,Family,Sci-Fi",5.4,468.0,https://www.imdb.com/title/tt0056249,Not Rated,1962-04-05 00:00:00,error,error,1.0,53.0,6.6,1.0,2.0,52.5,30.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,1962-04-05,4.0,5.0,Thursday,5.0,1.0,Spring
181,182,Morning Light,tt1198405,movie,Morning Light,2008,100,"Documentary,Sport",5.8,389.0,https://www.imdb.com/title/tt1198405,PG,2009-03-12 00:00:00,error,"$275,776",1.0,47.0,6.584294088531414,0.0,3.0,78.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,275776,,2009-03-12,3.0,12.0,Thursday,5.0,4.0,Winter
182,183,Mr. Magoo,tt0119718,movie,Mr. Magoo,1997,87,"Adventure,Comedy,Family",4.0,15174.0,https://www.imdb.com/title/tt0119718,PG,1997-12-25 00:00:00,"$30,000,000 (estimated)","$21,437,192",1.0,37.0,6.416666666666667,6.0,2.0,51.0,18.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,21437192,-0.2854269333333333,1997-12-25,12.0,25.0,Thursday,5.0,3.0,Fall
184,185,Mulan,tt0120762,movie,Mulan,1998,88,"Adventure,Animation,Comedy",7.6,277432.0,https://www.imdb.com/title/tt0120762,G,1998-06-19 00:00:00,"$90,000,000 (estimated)","$304,320,254",2.0,35.5,6.584294088531414,0.0,4.0,44.333333333333336,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90000000,304320254,2.381336155555556,1998-06-19,6.0,19.0,Friday,6.0,1.0,Spring
185,186,Mulan,tt4566758,movie,Mulan,2020,115,"Action,Adventure,Drama",5.7,142661.0,https://www.imdb.com/title/tt4566758,PG-13,2020-09-04 00:00:00,"$200,000,000 (estimated)","$66,800,000",1.0,53.0,6.883333333333333,6.0,5.0,60.5,7.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000000,66800000,-0.666,2020-09-04,9.0,4.0,Friday,6.0,2.0,Summer
186,187,Muppet Treasure Island,tt0117110,movie,Muppet Treasure Island,1996,99,"Action,Adventure,Comedy",6.9,23776.0,https://www.imdb.com/title/tt0117110,G,1996-02-16 00:00:00,error,"$34,327,391",2.0,44.5,7.7,1.0,4.0,71.75,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34327391,,1996-02-16,2.0,16.0,Friday,6.0,4.0,Winter
187,188,Muppets Most Wanted,tt2281587,movie,Muppets Most Wanted,2014,107,"Adventure,Comedy,Crime",6.4,34026.0,https://www.imdb.com/title/tt2281587,PG,2014-03-21 00:00:00,"$50,000,000 (estimated)","$80,383,113",1.0,42.0,7.1,1.0,2.0,58.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,80383113,0.60766226,2014-03-21,3.0,21.0,Friday,6.0,4.0,Winter
188,189,My Favorite Martian,tt0120764,movie,My Favorite Martian,1999,94,"Comedy,Family,Sci-Fi",5.1,13497.0,https://www.imdb.com/title/tt0120764,PG,1999-02-12 00:00:00,"$65,000,000 (estimated)","$36,850,101",1.0,45.0,6.0,6.0,3.0,58.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,65000000,36850101,-0.4330753692307692,1999-02-12,2.0,12.0,Friday,6.0,4.0,Winter
189,190,My Neighbors The Yamadas,tt0206013,movie,My Neighbors the Yamadas,1999,104,"Animation,Comedy,Family",7.2,13756.0,https://www.imdb.com/title/tt0206013,PG,2000-12-22 00:00:00,"¥2,000,000,000 (estimated)",error,1.0,64.0,7.1,11.0,3.0,48.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000000000,0,-1.0,2000-12-22,12.0,22.0,Friday,6.0,3.0,Fall
190,191,Napoleon and Samantha,tt0068990,movie,Napoleon and Samantha,1972,92,"Adventure,Drama",6.0,982.0,https://www.imdb.com/title/tt0068990,G,1972-07-05 00:00:00,error,error,1.0,48.0,6.166666666666667,3.0,1.0,30.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1972-07-05,7.0,5.0,Wednesday,4.0,2.0,Summer
191,192,National Treasure,tt0368891,movie,National Treasure,2004,131,"Action,Adventure,Mystery",6.9,323124.0,https://www.imdb.com/title/tt0368891,PG,2004-11-19 00:00:00,"$100,000,000 (estimated)","$347,512,318",1.0,41.0,5.7875000000000005,8.0,5.0,44.2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100000000,347512318,2.47512318,2004-11-19,11.0,19.0,Friday,6.0,3.0,Fall
192,193,National Treasure: Book of Secrets,tt0465234,movie,National Treasure: Book of Secrets,2007,124,"Action,Adventure,Mystery",6.5,231520.0,https://www.imdb.com/title/tt0465234,PG,2007-12-21 00:00:00,"$130,000,000 (estimated)","$459,242,249",1.0,44.0,5.911111111111111,9.0,5.0,45.8,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,130000000,459242249,2.532632684615385,2007-12-21,12.0,21.0,Friday,6.0,3.0,Fall
193,194,Never a Dull Moment,tt0063341,movie,Never a Dull Moment,1968,99,"Comedy,Crime,Family",6.1,716.0,https://www.imdb.com/title/tt0063341,G,1968-06-26 00:00:00,error,error,1.0,43.0,6.584294088531414,0.0,2.0,46.5,2.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1968-06-26,6.0,26.0,Wednesday,4.0,1.0,Spring
194,195,Never Cry Wolf,tt0086005,movie,Never Cry Wolf,1983,105,"Adventure,Drama",7.5,8120.0,https://www.imdb.com/title/tt0086005,PG,1984-01-27 00:00:00,error,"$29,600,000",1.0,46.0,7.300000000000001,2.0,5.0,41.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29600000,,1984-01-27,1.0,27.0,Friday,6.0,4.0,Winter
195,196,Newsies,tt0104990,movie,Newsies,1992,121,"Drama,Family,History",6.9,20510.0,https://www.imdb.com/title/tt0104990,PG,1992-04-10 00:00:00,"$15,000,000 (estimated)","$2,819,485",1.0,42.0,6.584294088531414,0.0,2.0,54.5,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,2819485,-0.8120343333333333,1992-04-10,4.0,10.0,Friday,6.0,1.0,Spring
196,197,Night Crossing,tt0082810,movie,Night Crossing,1982,107,"Drama,Family,History",6.5,1421.0,https://www.imdb.com/title/tt0082810,PG,1982-02-05 00:00:00,"$10,000,000 (estimated)","$8,000,000",1.0,62.0,6.741176470588236,17.0,1.0,60.0,5.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000000,8000000,-0.2,1982-02-05,2.0,5.0,Friday,6.0,4.0,Winter
197,198,"Nikki, Wild Dog of the North",tt0055232,movie,"Nikki, Wild Dog of the North",1961,74,"Adventure,Family",6.7,454.0,https://www.imdb.com/title/tt0055232,G,1961-12-15 00:00:00,error,error,2.0,42.0,6.584294088531414,0.0,4.0,59.25,60.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1961-12-15,12.0,15.0,Friday,6.0,3.0,Fall
198,199,No Deposit No Return,tt0074968,movie,"No Deposit, No Return",1976,112,"Comedy,Family",6.4,1521.0,https://www.imdb.com/title/tt0074968,G,1976-02-05 00:00:00,error,error,1.0,57.0,6.430769230769231,13.0,3.0,52.66666666666666,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1976-02-05,2.0,5.0,Thursday,5.0,4.0,Winter
199,200,"Now You See Him, Now You Don't",tt0069031,movie,"Now You See Him, Now You Don't",1972,88,"Comedy,Family,Sci-Fi",6.2,2042.0,https://www.imdb.com/title/tt0069031,G,1972-07-12 00:00:00,error,error,1.0,45.0,6.025,4.0,2.0,46.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,1972-07-12,7.0,12.0,Wednesday,4.0,2.0,Summer
200,201,Oceans,tt0765128,movie,Oceans,2009,104,Documentary,7.7,9609.0,https://www.imdb.com/title/tt0765128,G,2010-04-22 00:00:00,"$80,000,000 (estimated)","$83,090,556",1.0,47.0,7.9,1.0,5.0,54.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80000000,83090556,0.03863195,2010-04-22,4.0,22.0,Thursday,5.0,1.0,Spring
201,202,Old Dogs,tt0976238,movie,Old Dogs,2009,88,"Comedy,Family",5.3,37693.0,https://www.imdb.com/title/tt0976238,PG,2009-11-25 00:00:00,"$35,000,000 (estimated)","$96,753,696",1.0,41.0,6.033333333333334,3.0,2.0,54.5,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35000000,96753696,1.7643913142857144,2009-11-25,11.0,25.0,Wednesday,4.0,3.0,Fall
202,203,Old Yeller,tt0050798,movie,Old Yeller,1957,83,"Adventure,Drama,Family",7.3,13292.0,https://www.imdb.com/title/tt0050798,Approved,1959-07-10 00:00:00,error,error,1.0,52.0,6.4125000000000005,24.0,2.0,50.5,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1959-07-10,7.0,10.0,Friday,6.0,2.0,Summer
203,204,Oliver & Company,tt0095776,movie,Oliver & Company,1988,74,"Adventure,Animation,Comedy",6.7,47520.0,https://www.imdb.com/title/tt0095776,G,1988-11-18 00:00:00,"$31,000,000 (estimated)","$74,151,346",1.0,47.0,6.584294088531414,0.0,5.0,39.333333333333336,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31000000,74151346,1.3919789032258063,1988-11-18,11.0,18.0,Friday,6.0,3.0,Fall
204,205,Once Upon a Warrior,tt1621994,movie,Once Upon a Warrior,2011,133,"Action,Adventure,Family",5.3,550.0,https://www.imdb.com/title/tt1621994,PG-13,2011-01-21 00:00:00,"₹270,000,000 (estimated)",error,1.0,36.0,6.6,1.0,3.0,54.5,7.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270000000,0,-1.0,2011-01-21,1.0,21.0,Friday,6.0,4.0,Winter
205,206,One Little Indian,tt0070481,movie,One Little Indian,1973,90,"Comedy,Family,Western",6.2,630.0,https://www.imdb.com/title/tt0070481,G,1973-06-20 00:00:00,error,error,1.0,49.0,6.125,4.0,1.0,60.0,22.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1973-06-20,6.0,20.0,Wednesday,4.0,1.0,Spring
206,207,One Magic Christmas,tt0089731,movie,One Magic Christmas,1985,89,"Family,Fantasy",6.5,3788.0,https://www.imdb.com/title/tt0089731,G,1985-11-22 00:00:00,error,"$13,677,222",1.0,32.0,6.75,2.0,2.0,56.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13677222,,1985-11-22,11.0,22.0,Friday,6.0,3.0,Fall
207,208,One of Our Dinosaurs Is Missing,tt0075016,movie,One of Our Dinosaurs Is Missing,1975,94,"Adventure,Comedy,Family",5.9,1780.0,https://www.imdb.com/title/tt0075016,G,1975-07-09 00:00:00,error,error,1.0,70.0,6.492499999999998,40.0,2.0,62.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1975-07-09,7.0,9.0,Wednesday,4.0,2.0,Summer
208,209,Onward,tt7146812,movie,Onward,2020,102,"Adventure,Animation,Comedy",7.4,138242.0,https://www.imdb.com/title/tt7146812,PG,2020-03-06 00:00:00,"$175,000,000 (estimated)","$141,940,042",1.0,44.0,7.800000000000001,2.0,2.0,54.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175000000,141940042,-0.1889140457142857,2020-03-06,3.0,6.0,Friday,6.0,4.0,Winter
209,210,Operation Dumbo Drop,tt0114048,movie,Operation Dumbo Drop,1995,107,"Action,Adventure,Comedy",5.1,8968.0,https://www.imdb.com/title/tt0114048,PG,1995-07-28 00:00:00,error,"$24,670,346",1.0,52.0,6.211111111111111,9.0,3.0,46.5,13.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24670346,,1995-07-28,7.0,28.0,Friday,6.0,2.0,Summer
210,211,Oz the Great and Powerful,tt1623205,movie,Oz the Great and Powerful,2013,130,"Adventure,Family,Fantasy",6.3,205545.0,https://www.imdb.com/title/tt1623205,PG,2013-03-08 00:00:00,"$215,000,000 (estimated)","$493,311,825",1.0,54.0,6.884615384615385,13.0,3.0,100.5,14.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,215000000,493311825,1.294473604651163,2013-03-08,3.0,8.0,Friday,6.0,4.0,Winter
211,212,Peter Pan,tt0046183,movie,Peter Pan,1953,77,"Adventure,Animation,Family",7.3,136005.0,https://www.imdb.com/title/tt0046183,G,1953-02-05 00:00:00,"$4,000,000 (estimated)","$87,404,651",4.0,48.25,6.7142857142857135,7.0,2.0,73.0,15.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4000000,87404651,20.85116275,1953-02-05,2.0,5.0,Thursday,5.0,4.0,Winter
212,213,Pete's Dragon,tt0076538,movie,Pete's Dragon,1977,128,"Adventure,Animation,Comedy",6.3,24308.0,https://www.imdb.com/title/tt0076538,G,1977-11-03 00:00:00,"$10,000,000 (estimated)","$39,588,000",2.0,50.0,6.584294088531414,0.0,3.0,62.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10000000,39588000,2.9588,1977-11-03,11.0,3.0,Thursday,5.0,3.0,Fall
213,214,Pete's Dragon,tt2788732,movie,Pete's Dragon,2016,102,"Action,Adventure,Comedy",6.7,57550.0,https://www.imdb.com/title/tt2788732,PG,2016-08-12 00:00:00,"$65,000,000 (estimated)","$143,695,338",1.0,36.0,6.0,3.0,4.0,101.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65000000,143695338,1.2106975076923077,2016-08-12,8.0,12.0,Friday,6.0,2.0,Summer
214,215,Pinocchio,tt0032910,movie,Pinocchio,1940,88,"Adventure,Animation,Comedy",7.5,140982.0,https://www.imdb.com/title/tt0032910,G,1940-02-23 00:00:00,"$2,600,000 (estimated)","$121,892,045",6.0,35.0,6.584294088531414,0.0,3.0,54.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2600000,121892045,45.88155576923077,1940-02-23,2.0,23.0,Friday,6.0,4.0,Winter
215,216,Pirates of the Caribbean: At World's End,tt0449088,movie,Pirates of the Caribbean: At World's End,2007,169,"Action,Adventure,Fantasy",7.1,628678.0,https://www.imdb.com/title/tt0449088,PG-13,2007-05-25 00:00:00,"$300,000,000 (estimated)","$960,996,492",1.0,43.0,6.966666666666666,6.0,4.0,52.66666666666666,7.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300000000,960996492,2.20332164,2007-05-25,5.0,25.0,Friday,6.0,1.0,Spring
216,217,Pirates of the Caribbean: Dead Man's Chest,tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,2006,151,"Action,Adventure,Fantasy",7.4,691605.0,https://www.imdb.com/title/tt0383574,PG-13,2006-07-07 00:00:00,"$225,000,000 (estimated)","$1,066,179,747",1.0,42.0,6.88,5.0,4.0,51.66666666666666,6.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225000000,1066179747,3.738576653333333,2006-07-07,7.0,7.0,Friday,6.0,2.0,Summer
217,218,Pirates of the Caribbean: Dead Men Tell No Tales,tt1790809,movie,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,"Action,Adventure,Fantasy",6.6,292342.0,https://www.imdb.com/title/tt1790809,PG-13,2017-05-26 00:00:00,"$230,000,000 (estimated)","$794,881,442",2.0,45.5,6.733333333333333,3.0,4.0,55.0,12.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230000000,794881442,2.456006269565217,2017-05-26,5.0,26.0,Friday,6.0,1.0,Spring
218,219,Pirates of the Caribbean: On Stranger Tides,tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,2011,137,"Action,Adventure,Fantasy",6.6,509648.0,https://www.imdb.com/title/tt1298650,PG-13,2011-05-20 00:00:00,"$250,000,000 (estimated)","$1,045,713,802",1.0,51.0,6.766666666666667,3.0,5.0,57.25,11.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250000000,1045713802,3.182855208,2011-05-20,5.0,20.0,Friday,6.0,1.0,Spring
219,220,Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,"Action,Adventure,Fantasy",8.1,1068548.0,https://www.imdb.com/title/tt0325980,PG-13,2003-07-09 00:00:00,"$140,000,000 (estimated)","$654,264,015",1.0,39.0,6.566666666666666,3.0,4.0,48.66666666666666,3.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140000000,654264015,3.673314392857143,2003-07-09,7.0,9.0,Wednesday,4.0,2.0,Summer
220,221,Planes,tt1691917,movie,Planes,2013,91,"Adventure,Animation,Comedy",5.7,44561.0,https://www.imdb.com/title/tt1691917,PG,2013-08-09 00:00:00,"$50,000,000 (estimated)","$239,258,712",1.0,55.0,6.584294088531414,0.0,4.0,49.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,239258712,3.78517424,2013-08-09,8.0,9.0,Friday,6.0,2.0,Summer
221,222,Planes: Fire & Rescue,tt2980706,movie,Planes: Fire & Rescue,2014,83,"Adventure,Animation,Comedy",6.0,17803.0,https://www.imdb.com/title/tt2980706,PG,2014-07-18 00:00:00,"$50,000,000 (estimated)","$146,965,787",1.0,49.0,7.1,1.0,1.0,45.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,146965787,1.93931574,2014-07-18,7.0,18.0,Friday,6.0,2.0,Summer
222,223,Pocahontas,tt0114148,movie,Pocahontas,1995,81,"Adventure,Animation,Drama",6.7,181992.0,https://www.imdb.com/title/tt0114148,G,1995-06-23 00:00:00,"$55,000,000 (estimated)","$346,079,773",2.0,40.5,6.8,1.0,4.0,38.333333333333336,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55000000,346079773,5.292359509090909,1995-06-23,6.0,23.0,Friday,6.0,1.0,Spring
