,nconst,director,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
2955,nm0065608,director,Walt Becker,1968.0,tt0283111,director,Van Wilder,92.0,"Comedy,Romance",R,2002-04-05,2002.0,4.0,5.0,Friday,5000000.0,38275483.0,6.6550966,6.4,108599.0,both,34.0
2956,nm0065608,director,Walt Becker,1968.0,tt0486946,director,Wild Hogs,100.0,"Action,Adventure,Comedy",PG-13,2007-03-02,2007.0,3.0,2.0,Friday,0.0,253625427.0,inf,5.9,117617.0,both,39.0
2958,nm0065608,director,Walt Becker,1968.0,tt0976238,director,Old Dogs,88.0,"Comedy,Family",PG,2009-11-25,2009.0,11.0,25.0,Wednesday,35000000.0,96753696.0,1.7643913142857144,5.3,37693.0,both,41.0
2966,nm0065608,director,Walt Becker,1968.0,tt2397461,director,Clifford the Big Red Dog,96.0,"Adventure,Comedy,Family",PG,2021-11-10,2021.0,11.0,10.0,Wednesday,64000000.0,107347356.0,0.6773024375,6.0,10459.0,both,53.0
2967,nm0065608,director,Walt Becker,1968.0,tt2974918,director,Alvin and the Chipmunks: The Road Chip,92.0,"Adventure,Animation,Comedy",PG,2015-12-18,2015.0,12.0,18.0,Friday,90000000.0,234798636.0,1.6088737333333334,5.0,19113.0,both,47.0
2977,nm0074723,director,Timothy Björklund,,tt0350194,director,Teacher's Pet,73.0,"Adventure,Animation,Comedy",PG,2004-01-16,2004.0,1.0,16.0,Friday,10000000.0,6491969.0,-0.3508031,5.8,1778.0,both,
3070,nm0075859,director,Ted Berman,1919.0,tt0082406,director,The Fox and the Hound,83.0,"Adventure,Animation,Drama",G,1981-07-10,1981.0,7.0,10.0,Friday,12000000.0,63456988.0,4.2880823333333336,7.3,90978.0,both,62.0
3071,nm0075859,director,Ted Berman,1919.0,tt0088814,director,The Black Cauldron,80.0,"Action,Adventure,Animation",PG,1985-07-24,1985.0,7.0,24.0,Wednesday,44000000.0,21288692.0,-0.5161660909090909,6.4,35274.0,both,66.0
3078,nm0082676,director,Bruce Bilson,1928.0,tt0079639,director,The North Avenue Irregulars,100.0,"Action,Comedy,Crime",G,1979-02-09,1979.0,2.0,9.0,Friday,0.0,0.0,,6.7,1223.0,both,51.0
3081,nm0082676,director,Bruce Bilson,1928.0,tt0087041,director,Chattanooga Choo Choo,102.0,Comedy,PG,1984-05-25,1984.0,5.0,25.0,Friday,0.0,0.0,,5.0,353.0,both,56.0
3446,nm0083348,director,Brad Bird,1957.0,tt0129167,director,The Iron Giant,86.0,"Action,Adventure,Animation",PG,1999-08-06,1999.0,8.0,6.0,Friday,70000000.0,23335817.0,-0.6666311857142857,8.1,186050.0,both,42.0
3447,nm0083348,director,Brad Bird,1957.0,tt0317705,director,The Incredibles,115.0,"Action,Adventure,Animation",PG,2004-11-05,2004.0,11.0,5.0,Friday,92000000.0,631607053.0,5.865294054347826,8.1,701249.0,both,47.0
3448,nm0083348,director,Brad Bird,1957.0,tt0382932,director,Ratatouille,111.0,"Adventure,Animation,Comedy",G,2007-06-29,2007.0,6.0,29.0,Friday,150000000.0,623726085.0,3.1581739,8.1,692964.0,both,50.0
3455,nm0083348,director,Brad Bird,1957.0,tt1229238,director,Mission: Impossible - Ghost Protocol,132.0,"Action,Adventure,Thriller",PG-13,2011-12-21,2011.0,12.0,21.0,Wednesday,145000000.0,694713380.0,3.7911267586206896,7.4,478458.0,both,54.0
3457,nm0083348,director,Brad Bird,1957.0,tt1964418,director,Tomorrowland,130.0,"Action,Adventure,Family",PG,2015-05-22,2015.0,5.0,22.0,Friday,190000000.0,209035668.0,0.1001877263157894,6.4,180118.0,both,58.0
3458,nm0083348,director,Brad Bird,1957.0,tt3606756,director,Incredibles 2,118.0,"Action,Adventure,Animation",PG,2018-06-15,2018.0,6.0,15.0,Friday,200000000.0,1243089244.0,5.21544622,7.6,281697.0,both,61.0
3460,nm0086431,director,Aaron Blaise,1968.0,tt0328880,director,Brother Bear,85.0,"Adventure,Animation,Comedy",G,2003-11-01,2003.0,11.0,1.0,Saturday,128000000.0,250397798.0,0.956232796875,6.8,106756.0,both,35.0
3464,nm0089940,director,Don Bluth,1937.0,tt0076538,director,Pete's Dragon,128.0,"Adventure,Animation,Comedy",G,1977-11-03,1977.0,11.0,3.0,Thursday,10000000.0,39588000.0,2.9588,6.3,24308.0,both,40.0
3466,nm0089940,director,Don Bluth,1937.0,tt0084649,director,The Secret of NIMH,82.0,"Adventure,Animation,Drama",G,1982-07-16,1982.0,7.0,16.0,Friday,7000000.0,14665733.0,1.0951047142857142,7.6,40446.0,both,45.0
3467,nm0089940,director,Don Bluth,1937.0,tt0090633,director,An American Tail,80.0,"Adventure,Animation,Comedy",G,1986-11-21,1986.0,11.0,21.0,Friday,0.0,84542002.0,inf,6.9,52402.0,both,49.0
3468,nm0089940,director,Don Bluth,1937.0,tt0095489,director,The Land Before Time,69.0,"Adventure,Animation,Drama",G,1988-11-18,1988.0,11.0,18.0,Friday,12500000.0,84460846.0,5.75686768,7.4,86539.0,both,51.0
3469,nm0089940,director,Don Bluth,1937.0,tt0096787,director,All Dogs Go to Heaven,84.0,"Adventure,Animation,Comedy",G,1989-11-17,1989.0,11.0,17.0,Friday,13800000.0,27100027.0,0.963770072463768,6.7,40828.0,both,52.0
3470,nm0089940,director,Don Bluth,1937.0,tt0102802,director,Rock-A-Doodle,74.0,"Adventure,Animation,Comedy",G,1992-04-03,1991.0,4.0,3.0,Friday,18000000.0,11657385.0,-0.3523675,6.0,9423.0,both,54.0
3471,nm0089940,director,Don Bluth,1937.0,tt0108395,director,A Troll in Central Park,76.0,"Adventure,Animation,Comedy",G,1994-10-07,1994.0,10.0,7.0,Friday,0.0,71368.0,inf,5.3,6711.0,both,57.0
3472,nm0089940,director,Don Bluth,1937.0,tt0111419,director,Thumbelina,86.0,"Adventure,Animation,Family",G,1994-03-30,1994.0,3.0,30.0,Wednesday,28000000.0,11373501.0,-0.5938035357142857,6.3,16887.0,both,57.0
3473,nm0089940,director,Don Bluth,1937.0,tt0114108,director,The Pebble and the Penguin,74.0,"Adventure,Animation,Comedy",G,1995-04-12,1995.0,4.0,12.0,Wednesday,28000000.0,3983912.0,-0.8577174285714285,5.5,5032.0,both,58.0
3474,nm0089940,director,Don Bluth,1937.0,tt0118617,director,Anastasia,94.0,"Adventure,Animation,Drama",G,1997-11-21,1997.0,11.0,21.0,Friday,50000000.0,139804348.0,1.79608696,7.1,120456.0,both,60.0
3475,nm0089940,director,Don Bluth,1937.0,tt0120913,director,Titan A.E.,94.0,"Action,Adventure,Animation",PG,2000-06-16,2000.0,6.0,16.0,Friday,75000000.0,36754634.0,-0.5099382133333333,6.6,60763.0,both,63.0
3486,nm0089943,director,Toby Bluth,1940.0,tt0168473,director,Babes in Toyland,74.0,"Animation,Comedy,Family",G,1997-10-14,1997.0,10.0,14.0,Tuesday,0.0,0.0,,4.9,563.0,both,57.0
3489,nm0090015,director,Jeff Blyth,,tt0097053,director,Cheetah,83.0,"Adventure,Drama,Family",G,1989-08-18,1989.0,8.0,18.0,Friday,5000000.0,8153677.0,0.6307354,5.9,1041.0,both,
3536,nm0090386,director,James Bobin,1972.0,tt1204342,director,The Muppets,120.0,"Adventure,Comedy,Family",PG,2011-11-23,2011.0,11.0,23.0,Wednesday,45000000.0,165184237.0,2.6707608222222223,7.1,91355.0,both,39.0
3547,nm0090386,director,James Bobin,1972.0,tt2281587,director,Muppets Most Wanted,107.0,"Adventure,Comedy,Crime",PG,2014-03-21,2014.0,3.0,21.0,Friday,50000000.0,80383113.0,0.60766226,6.4,34026.0,both,42.0
3550,nm0090386,director,James Bobin,1972.0,tt2567026,director,Alice Through the Looking Glass,113.0,"Adventure,Family,Fantasy",PG,2016-05-27,2016.0,5.0,27.0,Friday,170000000.0,299820798.0,0.7636517529411765,6.2,103982.0,both,44.0
3556,nm0090386,director,James Bobin,1972.0,tt7547410,director,Dora and the Lost City of Gold,102.0,"Adventure,Animation,Comedy",PG,2019-08-09,2019.0,8.0,9.0,Friday,49000000.0,119682635.0,1.4425027551020408,6.1,29685.0,both,47.0
3561,nm0097491,director,Phillip Borsos,1953.0,tt0085622,director,The Grey Fox,92.0,"Biography,Drama,History",PG,1983-03-18,1982.0,3.0,18.0,Friday,0.0,5516140.0,inf,7.4,2066.0,both,29.0
3562,nm0097491,director,Phillip Borsos,1953.0,tt0089572,director,The Mean Season,103.0,"Crime,Thriller",R,1985-02-15,1985.0,2.0,15.0,Friday,7000000.0,4349446.0,-0.3786505714285714,6.1,4145.0,both,32.0
3563,nm0097491,director,Phillip Borsos,1953.0,tt0089731,director,One Magic Christmas,89.0,"Family,Fantasy",G,1985-11-22,1985.0,11.0,22.0,Friday,0.0,13677222.0,inf,6.5,3788.0,both,32.0
3564,nm0097491,director,Phillip Borsos,1953.0,tt0099127,director,Bethune: The Making of a Hero,168.0,"Biography,Drama,Romance",error,1993-09-17,1990.0,9.0,17.0,Friday,0.0,0.0,,6.4,383.0,both,37.0
3565,nm0097491,director,Phillip Borsos,1953.0,tt0113028,director,Far from Home: The Adventures of Yellow Dog,81.0,"Adventure,Family",PG,1995-01-13,1995.0,1.0,13.0,Friday,0.0,11642946.0,inf,6.3,2964.0,both,42.0
3566,nm0102434,director,Steve Boyum,1952.0,tt0120645,director,Meet the Deedles,93.0,"Comedy,Family",PG,1998-03-27,1998.0,3.0,27.0,Friday,24000000.0,4356216.0,-0.818491,4.0,2928.0,both,46.0
3573,nm0102434,director,Steve Boyum,1952.0,tt0403016,director,Supercross,80.0,"Action,Drama,Romance",PG-13,2005-08-17,2005.0,8.0,17.0,Wednesday,16000000.0,3344431.0,-0.7909730625,4.3,4677.0,both,53.0
3659,nm0105169,director,Ash Brannon,1969.0,tt0120363,director,Toy Story 2,92.0,"Adventure,Animation,Comedy",G,1999-11-24,1999.0,11.0,24.0,Wednesday,90000000.0,497375381.0,4.526393122222222,7.9,562201.0,both,30.0
3660,nm0105169,director,Ash Brannon,1969.0,tt0423294,director,Surf's Up,85.0,"Adventure,Animation,Comedy",PG,2007-06-08,2007.0,6.0,8.0,Friday,100000000.0,152005713.0,0.52005713,6.7,76902.0,both,38.0
3664,nm0105169,director,Ash Brannon,1969.0,tt2822672,director,Rock Dog,90.0,"Adventure,Animation,Comedy",PG,2017-02-24,2016.0,2.0,24.0,Friday,60000000.0,23157646.0,-0.6140392333333333,6.0,5268.0,both,47.0
3665,nm0109359,director,Steven Brill,1962.0,tt0110006,director,Heavyweights,100.0,"Comedy,Drama,Family",PG,1995-02-17,1995.0,2.0,17.0,Friday,0.0,17689177.0,inf,6.6,27483.0,both,33.0
3667,nm0109359,director,Steven Brill,1962.0,tt0185431,director,Little Nicky,90.0,"Comedy,Fantasy",PG-13,2000-11-10,2000.0,11.0,10.0,Friday,85000000.0,58292295.0,-0.314208294117647,5.3,103755.0,both,38.0
3668,nm0109359,director,Steven Brill,1962.0,tt0280590,director,Mr. Deeds,96.0,"Comedy,Romance",PG-13,2002-06-28,2002.0,6.0,28.0,Friday,50000000.0,171269535.0,2.4253907,5.8,142472.0,both,40.0
3669,nm0109359,director,Steven Brill,1962.0,tt0364751,director,Without a Paddle,95.0,"Adventure,Comedy,Mystery",PG-13,2004-08-20,2004.0,8.0,20.0,Friday,19000000.0,73029190.0,2.843641578947369,5.8,46316.0,both,42.0
3672,nm0109359,director,Steven Brill,1962.0,tt0817538,director,Drillbit Taylor,110.0,"Action,Comedy,Crime",PG-13,2008-03-21,2008.0,3.0,21.0,Friday,40000000.0,49944325.0,0.248608125,5.7,60028.0,both,46.0
3673,nm0109359,director,Steven Brill,1962.0,tt10682266,director,Hubie Halloween,103.0,"Comedy,Mystery",PG-13,2020-10-07,2020.0,10.0,7.0,Wednesday,0.0,0.0,,5.2,47227.0,both,58.0
3675,nm0109359,director,Steven Brill,1962.0,tt1333125,director,Movie 43,94.0,Comedy,R,2013-01-25,2013.0,1.0,25.0,Friday,6000000.0,32443111.0,4.407185166666666,4.3,104384.0,both,51.0
3678,nm0109359,director,Steven Brill,1962.0,tt2463288,director,Walk of Shame,95.0,Comedy,R,2014-05-01,2014.0,5.0,1.0,Thursday,0.0,8122990.0,inf,6.0,54058.0,both,52.0
3683,nm0110293,director,Gaëtan Brizzi,1951.0,tt0088748,director,Asterix Versus Caesar,79.0,"Adventure,Animation,Comedy",Not Rated,1986-07-30,1985.0,7.0,30.0,Wednesday,0.0,0.0,,6.8,9507.0,both,34.0
3684,nm0110293,director,Gaëtan Brizzi,1951.0,tt0120910,director,Fantasia 2000,75.0,"Animation,Family,Fantasy",G,2000-06-16,1999.0,6.0,16.0,Friday,80000000.0,90874570.0,0.135932125,7.1,37801.0,both,48.0
3690,nm0110293,director,Gaëtan Brizzi,1951.0,tt1640718,director,Kahlil Gibran's The Prophet,85.0,"Animation,Drama",PG,2015-08-07,2014.0,8.0,7.0,Friday,12000000.0,1261412.0,-0.8948823333333333,7.0,4685.0,both,63.0
3692,nm0110294,director,Paul Brizzi,1951.0,tt0088748,director,Asterix Versus Caesar,79.0,"Adventure,Animation,Comedy",Not Rated,1986-07-30,1985.0,7.0,30.0,Wednesday,0.0,0.0,,6.8,9507.0,both,34.0
3693,nm0110294,director,Paul Brizzi,1951.0,tt0120910,director,Fantasia 2000,75.0,"Animation,Family,Fantasy",G,2000-06-16,1999.0,6.0,16.0,Friday,80000000.0,90874570.0,0.135932125,7.1,37801.0,both,48.0
3699,nm0110294,director,Paul Brizzi,1951.0,tt1640718,director,Kahlil Gibran's The Prophet,85.0,"Animation,Drama",PG,2015-08-07,2014.0,8.0,7.0,Friday,12000000.0,1261412.0,-0.8948823333333333,7.0,4685.0,both,63.0
3701,nm0113284,director,Clarence Brown,1890.0,tt0011246,director,The Great Redeemer,50.0,Drama,error,1920-10-24,1920.0,10.0,24.0,Sunday,0.0,0.0,,4.6,16.0,both,30.0
3702,nm0113284,director,Clarence Brown,1890.0,tt0011387,director,The Last of the Mohicans,73.0,"Action,Adventure,Drama",Not Rated,1920-11-21,1920.0,11.0,21.0,Sunday,0.0,0.0,,6.7,1272.0,both,30.0
3707,nm0113284,director,Clarence Brown,1890.0,tt0014752,director,Butterfly,80.0,"Drama,Romance",error,1924-10-12,1924.0,10.0,12.0,Sunday,0.0,0.0,,7.0,33.0,both,34.0
3708,nm0113284,director,Clarence Brown,1890.0,tt0015331,director,The Signal Tower,70.0,Drama,error,1924-07-20,1924.0,7.0,20.0,Sunday,0.0,0.0,,6.5,87.0,both,34.0
3709,nm0113284,director,Clarence Brown,1890.0,tt0015772,director,The Eagle,73.0,"Action,Adventure,Comedy",Unrated,1925-11-08,1925.0,11.0,8.0,Sunday,0.0,0.0,,6.6,1999.0,both,35.0
3710,nm0113284,director,Clarence Brown,1890.0,tt0015872,director,The Goose Woman,80.0,Drama,error,1925-12-27,1925.0,12.0,27.0,Sunday,0.0,0.0,,6.9,180.0,both,35.0
3711,nm0113284,director,Clarence Brown,1890.0,tt0016361,director,Smouldering Fires,80.0,"Drama,Romance",error,1925-01-18,1925.0,1.0,18.0,Sunday,0.0,0.0,,7.0,107.0,both,35.0
3712,nm0113284,director,Clarence Brown,1890.0,tt0016884,director,Flesh and the Devil,112.0,Drama,Passed,1926-12-25,1926.0,12.0,25.0,Saturday,373000.0,0.0,-1.0,7.6,4278.0,both,36.0
3713,nm0113284,director,Clarence Brown,1890.0,tt0017029,director,Kiki,108.0,Comedy,error,1926-04-04,1926.0,4.0,4.0,Sunday,0.0,0.0,,6.8,438.0,both,36.0
3714,nm0113284,director,Clarence Brown,1890.0,tt0018795,director,The Cossacks,92.0,Drama,error,1928-06-23,1928.0,6.0,23.0,Saturday,0.0,0.0,,6.8,684.0,both,38.0
3715,nm0113284,director,Clarence Brown,1890.0,tt0019489,director,The Trail of '98,87.0,"Action,Adventure,Drama",Passed,1928-03-20,1928.0,3.0,20.0,Tuesday,2000000.0,0.0,-1.0,7.0,405.0,both,38.0
3716,nm0113284,director,Clarence Brown,1890.0,tt0019591,director,A Woman of Affairs,98.0,Drama,Passed,1928-12-15,1928.0,12.0,15.0,Saturday,383000.0,0.0,-1.0,7.2,1514.0,both,38.0
3717,nm0113284,director,Clarence Brown,1890.0,tt0020210,director,Navy Blues,77.0,"Comedy,Drama",Passed,1929-12-20,1929.0,12.0,20.0,Friday,0.0,0.0,,5.9,556.0,both,39.0
3718,nm0113284,director,Clarence Brown,1890.0,tt0020603,director,Wonder of Women,95.0,Drama,error,1929-07-13,1929.0,7.0,13.0,Saturday,0.0,0.0,,5.9,70.0,both,39.0
3719,nm0113284,director,Clarence Brown,1890.0,tt0020641,director,Anna Christie,89.0,"Drama,Romance",Passed,1930-02-21,1930.0,2.0,21.0,Friday,376000.0,0.0,-1.0,6.6,3147.0,both,40.0
3720,nm0113284,director,Clarence Brown,1890.0,tt0021310,director,Romance,76.0,"Drama,Romance",Approved,1930-08-26,1930.0,8.0,26.0,Tuesday,496000.0,0.0,-1.0,5.8,883.0,both,40.0
3721,nm0113284,director,Clarence Brown,1890.0,tt0021885,director,A Free Soul,93.0,"Crime,Drama,Romance",Passed,1931-06-20,1931.0,6.0,20.0,Saturday,529000.0,0.0,-1.0,6.6,2564.0,both,41.0
3722,nm0113284,director,Clarence Brown,1890.0,tt0022001,director,Inspiration,74.0,"Drama,Romance",Passed,1931-01-31,1931.0,1.0,31.0,Saturday,438000.0,0.0,-1.0,6.3,569.0,both,41.0
3723,nm0113284,director,Clarence Brown,1890.0,tt0022276,director,Possessed,76.0,"Drama,Romance",Passed,1931-11-21,1931.0,11.0,21.0,Saturday,0.0,0.0,,6.9,2077.0,both,41.0
3724,nm0113284,director,Clarence Brown,1890.0,tt0022854,director,Emma,72.0,Drama,Passed,1932-01-02,1932.0,1.0,2.0,Saturday,350000.0,0.0,-1.0,7.0,987.0,both,42.0
3725,nm0113284,director,Clarence Brown,1890.0,tt0023132,director,Letty Lynton,84.0,Drama,Approved,1932-05-14,1932.0,5.0,14.0,Saturday,0.0,0.0,,6.9,553.0,both,42.0
3726,nm0113284,director,Clarence Brown,1890.0,tt0023495,director,The Son-Daughter,79.0,Drama,Passed,1932-12-23,1932.0,12.0,23.0,Friday,423000.0,0.0,-1.0,5.7,171.0,both,42.0
3727,nm0113284,director,Clarence Brown,1890.0,tt0024269,director,Looking Forward,82.0,Drama,Approved,1933-04-28,1933.0,4.0,28.0,Friday,0.0,0.0,,7.0,234.0,both,43.0
3728,nm0113284,director,Clarence Brown,1890.0,tt0024381,director,Night Flight,84.0,Drama,Passed,1933-10-06,1933.0,10.0,6.0,Friday,0.0,0.0,,6.2,865.0,both,43.0
3729,nm0113284,director,Clarence Brown,1890.0,tt0024963,director,Chained,76.0,"Drama,Romance",Not Rated,1934-08-31,1934.0,8.0,31.0,Friday,0.0,0.0,,6.3,961.0,both,44.0
3730,nm0113284,director,Clarence Brown,1890.0,tt0025740,director,Sadie McKee,93.0,"Drama,Romance",Approved,1934-05-09,1934.0,5.0,9.0,Wednesday,0.0,0.0,,6.9,1432.0,both,44.0
3731,nm0113284,director,Clarence Brown,1890.0,tt0026046,director,Ah Wilderness!,98.0,"Comedy,Drama",Passed,1936-04-01,1935.0,4.0,1.0,Wednesday,0.0,0.0,,6.9,775.0,both,45.0
3732,nm0113284,director,Clarence Brown,1890.0,tt0026071,director,Anna Karenina,95.0,"Drama,Romance",Passed,1935-11-01,1935.0,11.0,1.0,Friday,1152000.0,0.0,-1.0,7.0,5340.0,both,45.0
3733,nm0113284,director,Clarence Brown,1890.0,tt0027690,director,The Gorgeous Hussy,103.0,"Drama,History",Passed,1936-08-28,1936.0,8.0,28.0,Friday,1119000.0,0.0,-1.0,5.6,1219.0,both,46.0
3734,nm0113284,director,Clarence Brown,1890.0,tt0028505,director,Wife vs. Secretary,88.0,"Comedy,Drama,Romance",Passed,1936-02-28,1936.0,2.0,28.0,Friday,519000.0,0.0,-1.0,7.0,3413.0,both,46.0
3735,nm0113284,director,Clarence Brown,1890.0,tt0028739,director,Conquest,113.0,"Drama,History,Romance",Approved,1937-10-22,1937.0,10.0,22.0,Friday,2732000.0,0.0,-1.0,6.5,1525.0,both,47.0
3736,nm0113284,director,Clarence Brown,1890.0,tt0030517,director,Of Human Hearts,103.0,"Drama,Western",Passed,1938-02-11,1938.0,2.0,11.0,Friday,0.0,0.0,,6.8,1148.0,both,48.0
3737,nm0113284,director,Clarence Brown,1890.0,tt0031473,director,Idiot's Delight,107.0,"Comedy,Drama,Musical",Approved,1939-01-27,1939.0,1.0,27.0,Friday,1519000.0,0.0,-1.0,6.6,1475.0,both,49.0
3738,nm0113284,director,Clarence Brown,1890.0,tt0031835,director,The Rains Came,103.0,"Adventure,Drama,Romance",Approved,1939-09-15,1939.0,9.0,15.0,Friday,2600000.0,0.0,-1.0,6.9,1972.0,both,49.0
3739,nm0113284,director,Clarence Brown,1890.0,tt0032432,director,"Edison, the Man",107.0,"Biography,Drama",Passed,1940-05-10,1940.0,5.0,10.0,Friday,0.0,0.0,,7.1,1615.0,both,50.0
3740,nm0113284,director,Clarence Brown,1890.0,tt0033477,director,Come Live with Me,86.0,"Comedy,Romance",Passed,1941-01-31,1941.0,1.0,31.0,Friday,0.0,0.0,,7.0,2057.0,both,51.0
3741,nm0113284,director,Clarence Brown,1890.0,tt0034281,director,They Met in Bombay,92.0,"Adventure,Comedy,Crime",Passed,1941-06-27,1941.0,6.0,27.0,Friday,1380000.0,0.0,-1.0,6.5,1121.0,both,51.0
3742,nm0113284,director,Clarence Brown,1890.0,tt0036022,director,The Human Comedy,117.0,"Comedy,Drama,Family",Passed,1944-02-14,1943.0,2.0,14.0,Monday,1000000.0,0.0,-1.0,7.0,2085.0,both,53.0
3743,nm0113284,director,Clarence Brown,1890.0,tt0037120,director,National Velvet,123.0,"Drama,Family,Sport",Passed,1945-01-26,1944.0,1.0,26.0,Friday,0.0,0.0,,7.3,7048.0,both,54.0
3744,nm0113284,director,Clarence Brown,1890.0,tt0037462,director,The White Cliffs of Dover,126.0,"Drama,Romance,War",Passed,1944-06-01,1944.0,6.0,1.0,Thursday,0.0,0.0,,7.1,1634.0,both,54.0
3745,nm0113284,director,Clarence Brown,1890.0,tt0039111,director,The Yearling,128.0,"Drama,Family,Western",Approved,1947-05-01,1946.0,5.0,1.0,Thursday,4000000.0,0.0,-1.0,7.2,5821.0,both,56.0
3746,nm0113284,director,Clarence Brown,1890.0,tt0039850,director,Song of Love,119.0,"Drama,Music,Romance",Approved,1947-10-09,1947.0,10.0,9.0,Thursday,0.0,0.0,,6.7,1008.0,both,57.0
3747,nm0113284,director,Clarence Brown,1890.0,tt0041513,director,Intruder in the Dust,87.0,"Crime,Drama,Family",Approved,1950-03-20,1949.0,3.0,20.0,Monday,988000.0,0.0,-1.0,7.6,2276.0,both,59.0
3748,nm0113284,director,Clarence Brown,1890.0,tt0043052,director,To Please a Lady,91.0,"Action,Romance,Sport",Passed,1950-10-13,1950.0,10.0,13.0,Friday,0.0,0.0,,6.2,908.0,both,60.0
3749,nm0113284,director,Clarence Brown,1890.0,tt0043286,director,Angels in the Outfield,99.0,"Comedy,Family,Fantasy",Approved,1951-10-19,1951.0,10.0,19.0,Friday,1081000.0,0.0,-1.0,7.1,2401.0,both,61.0
3750,nm0113284,director,Clarence Brown,1890.0,tt0043680,director,It's a Big Country: An American Anthology,89.0,"Comedy,Drama",Approved,1951-11-20,1951.0,11.0,20.0,Tuesday,1013000.0,0.0,-1.0,6.0,594.0,both,61.0
3751,nm0113284,director,Clarence Brown,1890.0,tt0045039,director,Plymouth Adventure,105.0,"Adventure,Drama,History",Passed,1952-11-28,1952.0,11.0,28.0,Friday,3185000.0,0.0,-1.0,6.2,1390.0,both,62.0
3752,nm0113284,director,Clarence Brown,1890.0,tt0045324,director,When in Rome,78.0,"Comedy,Crime,Drama",Approved,1952-07-10,1952.0,7.0,10.0,Thursday,1313000.0,0.0,-1.0,6.7,282.0,both,62.0
3754,nm0118333,director,Chris Buck,1958.0,tt0120855,director,Tarzan,88.0,"Adventure,Animation,Comedy",G,1999-06-18,1999.0,6.0,18.0,Friday,130000000.0,448191819.0,2.447629376923077,7.3,219094.0,both,41.0
3755,nm0118333,director,Chris Buck,1958.0,tt0423294,director,Surf's Up,85.0,"Adventure,Animation,Comedy",PG,2007-06-08,2007.0,6.0,8.0,Friday,100000000.0,152005713.0,0.52005713,6.7,76902.0,both,49.0
3761,nm0118333,director,Chris Buck,1958.0,tt2294629,director,Frozen,102.0,"Adventure,Animation,Comedy",PG,2013-11-27,2013.0,11.0,27.0,Wednesday,150000000.0,1281508100.0,7.543387333333333,7.5,607490.0,both,55.0
3763,nm0118333,director,Chris Buck,1958.0,tt4520988,director,Frozen II,103.0,"Adventure,Animation,Comedy",PG,2019-11-22,2019.0,11.0,22.0,Friday,150000000.0,1450026933.0,8.66684622,6.8,162421.0,both,61.0
3764,nm0123236,director,Geoff Burrowes,1945.0,tt0095993,director,Return to Snowy River,110.0,"Adventure,Drama,Western",PG,1988-04-15,1988.0,4.0,15.0,Friday,0.0,13687027.0,inf,6.6,2516.0,both,43.0
3765,nm0123236,director,Geoff Burrowes,1945.0,tt0102818,director,Run,91.0,"Action,Drama,Thriller",R,1991-02-01,1991.0,2.0,1.0,Friday,16000000.0,4409328.0,-0.724417,6.1,2823.0,both,46.0
3767,nm0125111,director,Robert Butler,1927.0,tt0063039,director,Guns in the Heather,144.0,"Adventure,Family",error,1969-07-23,1969.0,7.0,23.0,Wednesday,0.0,0.0,,6.3,116.0,both,42.0
3768,nm0125111,director,Robert Butler,1927.0,tt0065566,director,The Computer Wore Tennis Shoes,91.0,"Comedy,Family,Sci-Fi",G,1969-12-24,1969.0,12.0,24.0,Wednesday,0.0,0.0,,6.0,5185.0,both,42.0
