,nconst,director,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
6270,nm0281507,director,Richard Fleischer,1916.0,tt0041378,director,Follow Me Quietly,60.0,"Crime,Drama,Film-Noir",Approved,1949-07-14,1949.0,7.0,14.0,Thursday,0.0,0.0,,6.5,1615.0,both,33.0
6271,nm0281507,director,Richard Fleischer,1916.0,tt0041621,director,Make Mine Laughs,63.0,"Comedy,Musical",error,1949-08-03,1949.0,8.0,3.0,Wednesday,0.0,0.0,,5.1,61.0,both,33.0
6272,nm0281507,director,Richard Fleischer,1916.0,tt0041983,director,Trapped,78.0,"Crime,Drama,Film-Noir",Approved,1949-10-01,1949.0,10.0,1.0,Saturday,0.0,0.0,,6.4,1286.0,both,33.0
6273,nm0281507,director,Richard Fleischer,1916.0,tt0042206,director,Armored Car Robbery,67.0,"Action,Adventure,Crime",Passed,1950-06-08,1950.0,6.0,8.0,Thursday,0.0,0.0,,6.9,2721.0,both,34.0
6274,nm0281507,director,Richard Fleischer,1916.0,tt0043643,director,His Kind of Woman,120.0,"Action,Crime,Film-Noir",Approved,1951-10-05,1951.0,10.0,5.0,Friday,850000.0,0.0,-1.0,7.0,4423.0,both,35.0
6275,nm0281507,director,Richard Fleischer,1916.0,tt0044687,director,The Happy Time,94.0,Comedy,Approved,1952-12-03,1952.0,12.0,3.0,Wednesday,0.0,0.0,,6.8,516.0,both,36.0
6276,nm0281507,director,Richard Fleischer,1916.0,tt0044954,director,The Narrow Margin,71.0,"Crime,Drama,Film-Noir",Approved,1952-06-27,1952.0,6.0,27.0,Friday,188000.0,0.0,-1.0,7.7,7684.0,both,36.0
6277,nm0281507,director,Richard Fleischer,1916.0,tt0045515,director,Arena,83.0,"Drama,Sport,Western",Approved,1953-06-24,1953.0,6.0,24.0,Wednesday,0.0,0.0,,5.3,273.0,both,37.0
6278,nm0281507,director,Richard Fleischer,1916.0,tt0046672,director,"20,000 Leagues Under the Sea",127.0,"Adventure,Drama,Family",G,1955-07-20,1954.0,7.0,20.0,Wednesday,9000000.0,0.0,-1.0,7.2,33109.0,both,38.0
6279,nm0281507,director,Richard Fleischer,1916.0,tt0048119,director,The Girl in the Red Velvet Swing,109.0,"Biography,Crime,Drama",Approved,1955-10-01,1955.0,10.0,1.0,Saturday,0.0,0.0,,6.5,891.0,both,39.0
6280,nm0281507,director,Richard Fleischer,1916.0,tt0048790,director,Violent Saturday,90.0,"Crime,Drama,Film-Noir",Not Rated,1955-04-20,1955.0,4.0,20.0,Wednesday,955000.0,0.0,-1.0,6.9,2410.0,both,39.0
6281,nm0281507,director,Richard Fleischer,1916.0,tt0048983,director,Bandido!,92.0,"Action,Adventure,War",Approved,1956-09-01,1956.0,9.0,1.0,Saturday,0.0,0.0,,6.1,1008.0,both,40.0
6282,nm0281507,director,Richard Fleischer,1916.0,tt0049004,director,Between Heaven and Hell,94.0,"Drama,War",Approved,1956-12-29,1956.0,12.0,29.0,Saturday,1520000.0,0.0,-1.0,6.5,1267.0,both,40.0
6283,nm0281507,director,Richard Fleischer,1916.0,tt0052365,director,The Vikings,116.0,"Action,Adventure,History",Not Rated,1958-06-28,1958.0,6.0,28.0,Saturday,3500000.0,20311.0,-0.9941968571428572,7.0,14194.0,both,42.0
6284,nm0281507,director,Richard Fleischer,1916.0,tt0052700,director,Compulsion,103.0,"Biography,Crime,Drama",Approved,1959-05-01,1959.0,5.0,1.0,Friday,0.0,0.0,,7.4,6491.0,both,43.0
6285,nm0281507,director,Richard Fleischer,1916.0,tt0053350,director,These Thousand Hills,96.0,"Drama,Western",Approved,1959-05-08,1959.0,5.0,8.0,Friday,1645000.0,0.0,-1.0,6.3,606.0,both,43.0
6286,nm0281507,director,Richard Fleischer,1916.0,tt0053735,director,Crack in the Mirror,97.0,"Crime,Drama",error,1960-05-19,1960.0,5.0,19.0,Thursday,0.0,0.0,,6.7,223.0,both,44.0
6287,nm0281507,director,Richard Fleischer,1916.0,tt0054679,director,The Big Gamble,100.0,"Action,Adventure,Comedy",error,1961-07-25,1961.0,7.0,25.0,Tuesday,0.0,0.0,,5.8,255.0,both,45.0
6288,nm0281507,director,Richard Fleischer,1916.0,tt0055774,director,Barabbas,137.0,"Biography,Drama,History",Approved,1962-10-10,1961.0,10.0,10.0,Wednesday,0.0,0.0,,6.9,6222.0,both,45.0
6289,nm0281507,director,Richard Fleischer,1916.0,tt0060397,director,Fantastic Voyage,100.0,"Adventure,Family,Sci-Fi",PG,1966-09-23,1966.0,9.0,23.0,Friday,5115000.0,0.0,-1.0,6.8,18612.0,both,50.0
6290,nm0281507,director,Richard Fleischer,1916.0,tt0061584,director,Doctor Dolittle,152.0,"Adventure,Comedy,Family",Approved,1967-12-19,1967.0,12.0,19.0,Tuesday,17000000.0,0.0,-1.0,6.2,9375.0,both,51.0
6291,nm0281507,director,Richard Fleischer,1916.0,tt0062755,director,The Boston Strangler,116.0,"Crime,Drama,Mystery",Approved,1968-10-16,1968.0,10.0,16.0,Wednesday,4100000.0,9439.0,-0.9976978048780488,7.1,9259.0,both,52.0
6292,nm0281507,director,Richard Fleischer,1916.0,tt0064158,director,Che!,96.0,"Biography,Drama,History",PG,1969-06-27,1969.0,6.0,27.0,Friday,2800000.0,0.0,-1.0,4.8,998.0,both,53.0
6293,nm0281507,director,Richard Fleischer,1916.0,tt0066473,director,Tora! Tora! Tora!,144.0,"Action,Drama,History",G,1970-09-23,1970.0,9.0,23.0,Wednesday,25000000.0,0.0,-1.0,7.5,33852.0,both,54.0
6294,nm0281507,director,Richard Fleischer,1916.0,tt0066730,director,10 Rillington Place,111.0,"Biography,Crime,Drama",GP,1971-01-29,1971.0,1.0,29.0,Friday,0.0,0.0,,7.5,8604.0,both,55.0
6295,nm0281507,director,Richard Fleischer,1916.0,tt0067329,director,The Last Run,95.0,"Action,Crime,Drama",GP,1971-09-24,1971.0,9.0,24.0,Friday,2030000.0,0.0,-1.0,6.4,1676.0,both,55.0
6296,nm0281507,director,Richard Fleischer,1916.0,tt0067727,director,See No Evil,88.0,"Mystery,Thriller",GP,1971-09-02,1971.0,9.0,2.0,Thursday,0.0,0.0,,6.6,3237.0,both,55.0
6297,nm0281507,director,Richard Fleischer,1916.0,tt0068997,director,The New Centurions,103.0,"Action,Crime,Drama",R,1972-11-09,1972.0,11.0,9.0,Thursday,0.0,0.0,,7.0,2669.0,both,56.0
6298,nm0281507,director,Richard Fleischer,1916.0,tt0069989,director,The Don Is Dead,115.0,"Action,Crime,Drama",Passed,1973-11-14,1973.0,11.0,14.0,Wednesday,0.0,0.0,,6.2,1234.0,both,57.0
6299,nm0281507,director,Richard Fleischer,1916.0,tt0070723,director,Soylent Green,97.0,"Crime,Mystery,Sci-Fi",PG,1973-05-09,1973.0,5.0,9.0,Wednesday,4000000.0,210.0,-0.9999475,7.0,63332.0,both,57.0
6300,nm0281507,director,Richard Fleischer,1916.0,tt0071866,director,Mr. Majestyk,103.0,"Action,Crime,Drama",PG,1974-07-17,1974.0,7.0,17.0,Wednesday,0.0,0.0,,6.7,8528.0,both,58.0
6301,nm0281507,director,Richard Fleischer,1916.0,tt0072198,director,The Spikes Gang,96.0,"Drama,Western",PG,1974-04-11,1974.0,4.0,11.0,Thursday,0.0,0.0,,6.3,1516.0,both,58.0
6302,nm0281507,director,Richard Fleischer,1916.0,tt0073349,director,Mandingo,127.0,"Drama,History,Romance",R,1975-07-25,1975.0,7.0,25.0,Friday,0.0,0.0,,6.4,3764.0,both,59.0
6303,nm0281507,director,Richard Fleischer,1916.0,tt0074678,director,The Incredible Sarah,106.0,"Biography,Drama,History",PG,1976-11-01,1976.0,11.0,1.0,Monday,0.0,0.0,,5.6,209.0,both,60.0
6304,nm0281507,director,Richard Fleischer,1916.0,tt0077381,director,Crossed Swords,108.0,"Adventure,Comedy,Drama",PG,1978-03-17,1977.0,3.0,17.0,Friday,8000000.0,0.0,-1.0,6.3,1818.0,both,61.0
6305,nm0281507,director,Richard Fleischer,1916.0,tt0078801,director,Ashanti,118.0,"Action,Adventure,Drama",R,1979-04-06,1979.0,4.0,6.0,Friday,0.0,0.0,,5.4,1897.0,both,63.0
6306,nm0281507,director,Richard Fleischer,1916.0,tt0080948,director,The Jazz Singer,115.0,"Drama,Music,Romance",PG,1980-12-19,1980.0,12.0,19.0,Friday,0.0,27118000.0,inf,5.8,4376.0,both,64.0
6307,nm0281507,director,Richard Fleischer,1916.0,tt0085159,director,Amityville 3-D,105.0,Horror,PG,1983-11-18,1983.0,11.0,18.0,Friday,6000000.0,6333135.0,0.0555225,4.1,6547.0,both,67.0
6308,nm0281507,director,Richard Fleischer,1916.0,tt0086461,director,Tough Enough,106.0,"Action,Drama,Romance",PG,1983-03-25,1983.0,3.0,25.0,Friday,0.0,2433722.0,inf,5.5,855.0,both,67.0
6309,nm0281507,director,Richard Fleischer,1916.0,tt0087078,director,Conan the Destroyer,103.0,"Action,Adventure,Fantasy",PG,1984-06-29,1984.0,6.0,29.0,Friday,18000000.0,31042035.0,0.7245575,5.9,79344.0,both,68.0
6310,nm0281507,director,Richard Fleischer,1916.0,tt0089893,director,Red Sonja,89.0,"Action,Adventure,Fantasy",PG-13,1985-07-03,1985.0,7.0,3.0,Wednesday,17900000.0,6951415.0,-0.6116527932960893,5.1,40997.0,both,69.0
6311,nm0281507,director,Richard Fleischer,1916.0,tt0093539,director,Million Dollar Mystery,95.0,"Comedy,Mystery",PG,1987-06-12,1987.0,6.0,12.0,Friday,10000000.0,989033.0,-0.9010967,5.1,488.0,both,71.0
6325,nm0286975,director,Marc Forster,1969.0,tt0113697,director,Loungers,,Musical,error,,1995.0,,,,0.0,0.0,,6.4,64.0,both,26.0
6326,nm0286975,director,Marc Forster,1969.0,tt0228277,director,Everything Put Together,87.0,Drama,R,2002-06-14,2000.0,6.0,14.0,Friday,100000.0,8741.0,-0.91259,6.3,754.0,both,31.0
6327,nm0286975,director,Marc Forster,1969.0,tt0285742,director,Monster's Ball,111.0,"Drama,Romance",error,2002-03-01,2001.0,3.0,1.0,Friday,4000000.0,45011434.0,10.2528585,7.1,88191.0,both,32.0
6328,nm0286975,director,Marc Forster,1969.0,tt0308644,director,Finding Neverland,106.0,"Biography,Drama,Family",PG,2004-12-17,2004.0,12.0,17.0,Friday,25000000.0,116650613.0,3.66602452,7.7,204171.0,both,35.0
6329,nm0286975,director,Marc Forster,1969.0,tt0371257,director,Stay,99.0,"Drama,Mystery,Thriller",R,2005-10-21,2005.0,10.0,21.0,Friday,50000000.0,8483797.0,-0.83032406,6.7,78551.0,both,36.0
6330,nm0286975,director,Marc Forster,1969.0,tt0419887,director,The Kite Runner,128.0,Drama,PG-13,2008-01-11,2007.0,1.0,11.0,Friday,20000000.0,75011029.0,2.75055145,7.6,79687.0,both,38.0
6331,nm0286975,director,Marc Forster,1969.0,tt0420223,director,Stranger Than Fiction,113.0,"Comedy,Drama,Fantasy",PG-13,2006-11-10,2006.0,11.0,10.0,Friday,30000000.0,53653224.0,0.7884408,7.6,226308.0,both,37.0
6332,nm0286975,director,Marc Forster,1969.0,tt0816711,director,World War Z,116.0,"Action,Adventure,Horror",PG-13,2013-06-21,2013.0,6.0,21.0,Friday,190000000.0,540455876.0,1.844504610526316,7.0,643526.0,both,44.0
6333,nm0286975,director,Marc Forster,1969.0,tt0830515,director,Quantum of Solace,106.0,"Action,Adventure,Thriller",PG-13,2008-11-14,2008.0,11.0,14.0,Friday,200000000.0,589580482.0,1.94790241,6.6,439103.0,both,39.0
6338,nm0286975,director,Marc Forster,1969.0,tt1586752,director,Machine Gun Preacher,129.0,"Action,Biography,Crime",R,2011-11-02,2011.0,11.0,2.0,Wednesday,30000000.0,3338690.0,-0.8887103333333334,6.8,65585.0,both,42.0
6341,nm0286975,director,Marc Forster,1969.0,tt4486986,director,All I See Is You,109.0,Drama,R,2017-10-27,2016.0,10.0,27.0,Friday,30000000.0,678150.0,-0.977395,5.4,11855.0,both,47.0
6343,nm0286975,director,Marc Forster,1969.0,tt4575576,director,Christopher Robin,104.0,"Adventure,Animation,Comedy",PG,2018-08-03,2018.0,8.0,3.0,Friday,75000000.0,197744377.0,1.636591693333333,7.2,75511.0,both,49.0
6359,nm0287931,director,Lewis R. Foster,1898.0,tt0027910,director,Love Letters of a Star,66.0,Mystery,Approved,1936-11-08,1936.0,11.0,8.0,Sunday,0.0,0.0,,7.0,10.0,both,38.0
6360,nm0287931,director,Lewis R. Foster,1898.0,tt0028246,director,She's Dangerous,66.0,"Crime,Drama,Thriller",error,1937-01-24,1937.0,1.0,24.0,Sunday,0.0,0.0,,6.1,69.0,both,39.0
6361,nm0287931,director,Lewis R. Foster,1898.0,tt0028585,director,Armored Car,64.0,"Action,Crime,Drama",Approved,1937-06-01,1937.0,6.0,1.0,Tuesday,0.0,0.0,,6.2,30.0,both,39.0
6362,nm0287931,director,Lewis R. Foster,1898.0,tt0029202,director,The Man Who Cried Wolf,68.0,"Crime,Drama",Approved,1937-08-29,1937.0,8.0,29.0,Sunday,0.0,0.0,,6.4,58.0,both,39.0
6363,nm0287931,director,Lewis R. Foster,1898.0,tt0041227,director,Captain China,97.0,"Action,Adventure,Romance",Passed,1950-02-02,1950.0,2.0,2.0,Thursday,0.0,0.0,,6.2,115.0,both,52.0
6364,nm0287931,director,Lewis R. Foster,1898.0,tt0041332,director,El Paso,103.0,Western,Approved,1949-08-05,1949.0,8.0,5.0,Friday,1000000.0,0.0,-1.0,5.8,351.0,both,51.0
6365,nm0287931,director,Lewis R. Foster,1898.0,tt0041607,director,The Lucky Stiff,99.0,"Comedy,Crime",Approved,1949-05-26,1949.0,5.0,26.0,Thursday,0.0,0.0,,6.3,117.0,both,51.0
6366,nm0287931,director,Lewis R. Foster,1898.0,tt0041631,director,Manhandled,97.0,"Crime,Drama,Film-Noir",Approved,1949-07-21,1949.0,7.0,21.0,Thursday,0.0,0.0,,6.6,751.0,both,51.0
6367,nm0287931,director,Lewis R. Foster,1898.0,tt0042426,director,The Eagle and the Hawk,104.0,Western,Not Rated,1950-05-30,1950.0,5.0,30.0,Tuesday,0.0,0.0,,6.0,315.0,both,52.0
6368,nm0287931,director,Lewis R. Foster,1898.0,tt0043434,director,Crosswinds,95.0,"Adventure,Crime,Thriller",Approved,1951-12-06,1951.0,12.0,6.0,Thursday,0.0,0.0,,6.0,197.0,both,53.0
6369,nm0287931,director,Lewis R. Foster,1898.0,tt0043654,director,Hong Kong,94.0,"Adventure,Comedy,Drama",Not Rated,1952-04-18,1952.0,4.0,18.0,Friday,0.0,0.0,,5.3,222.0,both,54.0
6370,nm0287931,director,Lewis R. Foster,1898.0,tt0043725,director,The Last Outpost,89.0,Western,Approved,1951-04-04,1951.0,4.0,4.0,Wednesday,0.0,0.0,,5.9,518.0,both,53.0
6371,nm0287931,director,Lewis R. Foster,1898.0,tt0043906,director,Passage West,80.0,Western,Approved,1951-08-30,1951.0,8.0,30.0,Thursday,0.0,0.0,,6.0,188.0,both,53.0
6372,nm0287931,director,Lewis R. Foster,1898.0,tt0045927,director,Jamaica Run,92.0,"Crime,Drama,Film-Noir",Approved,1953-04-22,1953.0,4.0,22.0,Wednesday,0.0,0.0,,5.8,140.0,both,55.0
6373,nm0287931,director,Lewis R. Foster,1898.0,tt0046422,director,Those Redheads from Seattle,90.0,"Musical,Western",Approved,1953-10-16,1953.0,10.0,16.0,Friday,0.0,0.0,,5.6,254.0,both,55.0
6374,nm0287931,director,Lewis R. Foster,1898.0,tt0046462,director,Tropic Zone,94.0,"Adventure,Crime,Drama",Approved,1953-01-01,1953.0,1.0,1.0,Thursday,0.0,0.0,,4.7,204.0,both,55.0
6375,nm0287931,director,Lewis R. Foster,1898.0,tt0047958,director,Crashout,89.0,"Crime,Drama,Film-Noir",Approved,1955-03-01,1955.0,3.0,1.0,Tuesday,0.0,0.0,,7.0,588.0,both,57.0
6376,nm0287931,director,Lewis R. Foster,1898.0,tt0048735,director,Top of the World,91.0,Adventure,Approved,1955-05-01,1955.0,5.0,1.0,Sunday,0.0,0.0,,6.1,118.0,both,57.0
6377,nm0287931,director,Lewis R. Foster,1898.0,tt0049022,director,The Bold and the Brave,87.0,"Drama,War",Not Rated,1956-04-29,1956.0,4.0,29.0,Sunday,0.0,0.0,,6.0,191.0,both,58.0
6378,nm0287931,director,Lewis R. Foster,1898.0,tt0049118,director,Dakota Incident,88.0,Western,Approved,1956-07-23,1956.0,7.0,23.0,Monday,0.0,0.0,,5.9,544.0,both,58.0
6379,nm0287931,director,Lewis R. Foster,1898.0,tt0052300,director,Tonka,97.0,"Adventure,Drama,Family",Approved,1958-12-25,1958.0,12.0,25.0,Thursday,0.0,0.0,,6.3,453.0,both,60.0
6380,nm0287931,director,Lewis R. Foster,1898.0,tt0054307,director,The Sign of Zorro,91.0,"Adventure,Drama,Family",G,1960-06-11,1958.0,6.0,11.0,Saturday,0.0,0.0,,7.0,1027.0,both,60.0
6460,nm0287988,director,Norman Foster,1903.0,tt0028846,director,Fair Warning,70.0,"Adventure,Mystery,Western",Approved,1937-03-05,1937.0,3.0,5.0,Friday,0.0,0.0,,6.3,71.0,both,34.0
6461,nm0287988,director,Norman Foster,1903.0,tt0029648,director,"Thank You, Mr. Moto",67.0,"Adventure,Crime,Drama",Passed,1937-12-24,1937.0,12.0,24.0,Friday,0.0,0.0,,6.9,968.0,both,34.0
6462,nm0287988,director,Norman Foster,1903.0,tt0029660,director,"Think Fast, Mr. Moto",70.0,"Adventure,Crime,Drama",Not Rated,1937-07-27,1937.0,7.0,27.0,Tuesday,0.0,0.0,,6.7,1088.0,both,34.0
6463,nm0287988,director,Norman Foster,1903.0,tt0030469,director,Mr. Moto Takes a Chance,63.0,"Crime,Drama,Mystery",Approved,1938-06-24,1938.0,6.0,24.0,Friday,0.0,0.0,,6.4,737.0,both,35.0
6464,nm0287988,director,Norman Foster,1903.0,tt0030483,director,Mysterious Mr. Moto,62.0,"Crime,Drama,Mystery",Approved,1938-10-14,1938.0,10.0,14.0,Friday,0.0,0.0,,6.8,814.0,both,35.0
6465,nm0287988,director,Norman Foster,1903.0,tt0030953,director,Walking Down Broadway,75.0,Drama,Approved,1938-03-11,1938.0,3.0,11.0,Friday,0.0,0.0,,5.9,70.0,both,35.0
6466,nm0287988,director,Norman Foster,1903.0,tt0031147,director,Charlie Chan at Treasure Island,74.0,Mystery,Approved,1939-09-08,1939.0,9.0,8.0,Friday,120000.0,0.0,-1.0,7.2,1734.0,both,36.0
6467,nm0287988,director,Norman Foster,1903.0,tt0031149,director,Charlie Chan in Reno,71.0,Mystery,Approved,1939-06-16,1939.0,6.0,16.0,Friday,0.0,0.0,,7.0,1381.0,both,36.0
6468,nm0287988,director,Norman Foster,1903.0,tt0031676,director,Mr. Moto Takes a Vacation,65.0,"Action,Crime,Drama",Approved,1939-07-07,1939.0,7.0,7.0,Friday,0.0,0.0,,6.5,664.0,both,36.0
6469,nm0287988,director,Norman Foster,1903.0,tt0031678,director,Mr. Moto's Last Warning,71.0,"Crime,Drama,Mystery",Approved,1939-01-20,1939.0,1.0,20.0,Friday,0.0,0.0,,6.4,1322.0,both,36.0
6470,nm0287988,director,Norman Foster,1903.0,tt0032325,director,Charlie Chan in Panama,67.0,"Adventure,Mystery",Approved,1940-03-01,1940.0,3.0,1.0,Friday,0.0,0.0,,7.1,1384.0,both,37.0
6471,nm0287988,director,Norman Foster,1903.0,tt0032595,director,High School,74.0,Comedy,error,1940-01-26,1940.0,1.0,26.0,Friday,0.0,0.0,,6.6,74.0,both,37.0
6472,nm0287988,director,Norman Foster,1903.0,tt0033227,director,Viva Cisco Kid,65.0,Western,Approved,1940-04-12,1940.0,4.0,12.0,Friday,0.0,0.0,,6.0,83.0,both,37.0
6473,nm0287988,director,Norman Foster,1903.0,tt0034101,director,"Ride, Kelly, Ride",59.0,"Crime,Drama,Sport",error,1941-02-07,1941.0,2.0,7.0,Friday,0.0,0.0,,4.9,12.0,both,38.0
6474,nm0287988,director,Norman Foster,1903.0,tt0034158,director,Scotland Yard,68.0,"Crime,Drama",error,1941-04-04,1941.0,4.0,4.0,Friday,0.0,0.0,,6.6,59.0,both,38.0
6475,nm0287988,director,Norman Foster,1903.0,tt0034922,director,Journey Into Fear,68.0,"Drama,Film-Noir,Thriller",Approved,1943-02-12,1943.0,2.0,12.0,Friday,0.0,0.0,,6.5,4277.0,both,40.0
6476,nm0287988,director,Norman Foster,1903.0,tt0035906,director,La fuga,90.0,"Adventure,Drama,War",error,1946-01-01,1944.0,1.0,1.0,Tuesday,0.0,0.0,,6.0,22.0,both,41.0
6477,nm0287988,director,Norman Foster,1903.0,tt0040512,director,Kiss the Blood Off My Hands,79.0,"Crime,Drama,Film-Noir",Approved,1948-10-30,1948.0,10.0,30.0,Saturday,1100000.0,0.0,-1.0,6.7,1296.0,both,45.0
6478,nm0287988,director,Norman Foster,1903.0,tt0040720,director,Rachel and the Stranger,93.0,"Adventure,Comedy,Romance",Approved,1948-10-02,1948.0,10.0,2.0,Saturday,0.0,0.0,,7.0,2331.0,both,45.0
6479,nm0287988,director,Norman Foster,1903.0,tt0041949,director,Tell It to the Judge,87.0,"Comedy,Romance",Passed,1949-11-18,1949.0,11.0,18.0,Friday,0.0,0.0,,6.4,396.0,both,46.0
6480,nm0287988,director,Norman Foster,1903.0,tt0042449,director,Father Is a Bachelor,83.0,"Adventure,Comedy,Family",Passed,1950-02-22,1950.0,2.0,22.0,Wednesday,0.0,0.0,,6.7,438.0,both,47.0
6481,nm0287988,director,Norman Foster,1903.0,tt0043142,director,Woman on the Run,77.0,"Crime,Drama,Film-Noir",Not Rated,1951-02-04,1950.0,2.0,4.0,Sunday,0.0,0.0,,7.2,3861.0,both,47.0
6482,nm0287988,director,Norman Foster,1903.0,tt0044955,director,Navajo,70.0,Drama,Approved,1952-02-12,1952.0,2.0,12.0,Tuesday,0.0,0.0,,6.0,126.0,both,49.0
6483,nm0287988,director,Norman Foster,1903.0,tt0045156,director,Sky Full of Moon,73.0,"Comedy,Western",Approved,1952-12-12,1952.0,12.0,12.0,Friday,0.0,0.0,,6.2,195.0,both,49.0
6484,nm0287988,director,Norman Foster,1903.0,tt0046344,director,Sombrero,103.0,"Musical,Romance",Approved,1953-08-14,1953.0,8.0,14.0,Friday,0.0,0.0,,5.3,326.0,both,50.0
6485,nm0287988,director,Norman Foster,1903.0,tt0047977,director,Davy Crockett: King of the Wild Frontier,93.0,"Adventure,Drama,Family",Approved,1955-05-25,1955.0,5.0,25.0,Wednesday,0.0,0.0,,6.9,4170.0,both,52.0
6486,nm0287988,director,Norman Foster,1903.0,tt0049125,director,Davy Crockett and the River Pirates,81.0,"Adventure,Comedy,Drama",Approved,1956-07-18,1956.0,7.0,18.0,Wednesday,0.0,0.0,,6.6,2098.0,both,53.0
6487,nm0287988,director,Norman Foster,1903.0,tt0054307,director,The Sign of Zorro,91.0,"Adventure,Drama,Family",G,1960-06-11,1958.0,6.0,11.0,Saturday,0.0,0.0,,7.0,1027.0,both,55.0
6488,nm0287988,director,Norman Foster,1903.0,tt0057182,director,Indian Paint,91.0,"Drama,Family,Western",Approved,1965-04-08,1965.0,4.0,8.0,Thursday,0.0,0.0,,5.4,195.0,both,62.0
6489,nm0287988,director,Norman Foster,1903.0,tt0061424,director,Brighty of the Grand Canyon,89.0,"Drama,Family",error,1967-07-01,1966.0,7.0,1.0,Saturday,0.0,0.0,,5.9,138.0,both,63.0
6490,nm0287988,director,Norman Foster,1903.0,tt0099315,director,Crazy Horse and Custer: The Untold Story,120.0,Western,R,,1990.0,,,,0.0,0.0,,5.3,36.0,both,87.0
6491,nm0287988,director,Norman Foster,1903.0,tt0107233,director,It's All True,87.0,Documentary,G,1993-10-17,1993.0,10.0,17.0,Sunday,0.0,86980.0,inf,7.1,810.0,both,90.0
6492,nm0287988,director,Norman Foster,1903.0,tt0187039,director,Fury of the Dragon,89.0,"Action,Adventure,Crime",error,1976-06-01,1976.0,6.0,1.0,Tuesday,0.0,0.0,,5.3,283.0,both,73.0
6493,nm0287988,director,Norman Foster,1903.0,tt0202564,director,Santa,111.0,"Drama,Romance",error,1943-06-10,1943.0,6.0,10.0,Thursday,0.0,0.0,,7.4,67.0,both,40.0
6494,nm0287988,director,Norman Foster,1903.0,tt0211328,director,The Deathhead Virgin,90.0,"Drama,Horror",R,1974-10-25,1974.0,10.0,25.0,Friday,0.0,0.0,,3.4,136.0,both,71.0
6495,nm0287988,director,Norman Foster,1903.0,tt0217549,director,The Hour of Truth,99.0,Drama,error,1945-11-15,1945.0,11.0,15.0,Thursday,0.0,0.0,,6.2,12.0,both,42.0
6496,nm0287988,director,Norman Foster,1903.0,tt0243744,director,El ahijado de la muerte,82.0,"Adventure,Drama",error,1946-10-31,1946.0,10.0,31.0,Thursday,0.0,0.0,,6.9,54.0,both,43.0
6498,nm0287988,director,Norman Foster,1903.0,tt0279117,director,The Great Sex War,98.0,Comedy,error,,1969.0,,,,0.0,0.0,,5.8,20.0,both,66.0
6572,nm0287988,director,Norman Foster,1903.0,tt0820915,director,The Legend of Custer,94.0,Western,error,1968-01-01,1968.0,1.0,1.0,Monday,0.0,0.0,,4.6,104.0,both,65.0
6573,nm0287988,director,Norman Foster,1903.0,tt0827709,director,The Green Hornet,90.0,"Action,Crime,Sci-Fi",PG,1974-10-01,1974.0,10.0,1.0,Tuesday,0.0,0.0,,5.1,324.0,both,71.0
6587,nm0287988,director,Norman Foster,1903.0,tt7332078,director,It's All True,,Documentary,error,1943-01-01,1943.0,1.0,1.0,Friday,12000000.0,0.0,-1.0,7.4,57.0,both,40.0
6588,nm0288144,director,Alastair Fothergill,1960.0,tt0365109,director,Deep Blue,83.0,Documentary,G,2005-06-24,2003.0,6.0,24.0,Friday,5000000.0,19292539.0,2.8585078,7.4,2990.0,both,43.0
6589,nm0288144,director,Alastair Fothergill,1960.0,tt0393597,director,Earth,90.0,Documentary,G,2009-04-22,2007.0,4.0,22.0,Wednesday,30000000.0,108976456.0,2.6325485333333334,8.0,14491.0,both,47.0
6603,nm0288144,director,Alastair Fothergill,1960.0,tt10055028,director,Dolphin Reef,77.0,"Documentary,Family",G,2020-04-03,2018.0,4.0,3.0,Friday,0.0,0.0,,7.4,1078.0,both,58.0
6604,nm0288144,director,Alastair Fothergill,1960.0,tt11989890,director,David Attenborough: A Life on Our Planet,83.0,"Biography,Documentary",PG,2020-10-04,2020.0,10.0,4.0,Sunday,0.0,627209.0,inf,9.0,30938.0,both,60.0
6605,nm0288144,director,Alastair Fothergill,1960.0,tt12036052,director,Elephant,86.0,"Adventure,Biography,Documentary",G,2020-04-03,2020.0,4.0,3.0,Friday,0.0,0.0,,7.2,2179.0,both,60.0
6606,nm0288144,director,Alastair Fothergill,1960.0,tt12080904,director,Penguins: Life on the Edge,78.0,"Documentary,Family",G,2020-04-03,2020.0,4.0,3.0,Friday,0.0,0.0,,6.8,161.0,both,60.0
6607,nm0288144,director,Alastair Fothergill,1960.0,tt1222815,director,Chimpanzee,78.0,"Documentary,Family",G,2012-04-20,2012.0,4.0,20.0,Friday,5000000.0,34823764.0,5.9647528,7.1,6126.0,both,52.0
6608,nm0288144,director,Alastair Fothergill,1960.0,tt1223236,director,African Cats,89.0,"Adventure,Documentary",G,2011-04-22,2011.0,4.0,22.0,Friday,5000000.0,30857747.0,5.1715494,7.5,6446.0,both,51.0
6610,nm0288144,director,Alastair Fothergill,1960.0,tt2458776,director,Bears,78.0,"Documentary,Family",G,2014-04-18,2014.0,4.0,18.0,Friday,5000000.0,21316745.0,3.263349,7.3,6748.0,both,54.0
