,nconst,writer,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
14945,nm0064181,writer,Stuart Beattie,,tt0325980,writer,Pirates of the Caribbean: The Curse of the Black Pearl,143.0,"Action,Adventure,Fantasy",PG-13,2003-07-09,2003.0,7.0,9.0,Wednesday,140000000.0,654264015.0,3.673314392857143,8.1,1068548.0,both,
14946,nm0064181,writer,Stuart Beattie,,tt0369339,writer,Collateral,120.0,"Action,Crime,Drama",R,2004-08-06,2004.0,8.0,6.0,Friday,65000000.0,220239925.0,2.3883065384615385,7.5,387803.0,both,
14947,nm0064181,writer,Stuart Beattie,,tt0383574,writer,Pirates of the Caribbean: Dead Man's Chest,151.0,"Action,Adventure,Fantasy",PG-13,2006-07-07,2006.0,7.0,7.0,Friday,225000000.0,1066179747.0,3.738576653333333,7.4,691605.0,both,
14948,nm0064181,writer,Stuart Beattie,,tt0389722,writer,30 Days of Night,113.0,"Action,Horror,Thriller",R,2007-10-19,2007.0,10.0,19.0,Friday,30000000.0,75513170.0,1.517105666666667,6.6,173760.0,both,
14949,nm0064181,writer,Stuart Beattie,,tt0398017,writer,Derailed,108.0,"Crime,Drama,Thriller",R,2005-11-11,2005.0,11.0,11.0,Friday,22000000.0,57479076.0,1.6126852727272727,6.6,73163.0,both,
14950,nm0064181,writer,Stuart Beattie,,tt0441881,writer,Danger Close,118.0,"Action,Drama,War",R,2019-11-08,2019.0,11.0,8.0,Friday,0.0,2092198.0,inf,6.8,12211.0,both,
14952,nm0064181,writer,Stuart Beattie,,tt0449088,writer,Pirates of the Caribbean: At World's End,169.0,"Action,Adventure,Fantasy",PG-13,2007-05-25,2007.0,5.0,25.0,Friday,300000000.0,960996492.0,2.20332164,7.1,628678.0,both,
14953,nm0064181,writer,Stuart Beattie,,tt0455824,writer,Australia,165.0,"Adventure,Drama,Romance",PG-13,2008-11-26,2008.0,11.0,26.0,Wednesday,130000000.0,211787511.0,0.6291347,6.6,123332.0,both,
14958,nm0064181,writer,Stuart Beattie,,tt1046173,writer,G.I. Joe: The Rise of Cobra,118.0,"Action,Adventure,Sci-Fi",PG-13,2009-08-07,2009.0,8.0,7.0,Friday,175000000.0,302469017.0,0.7283943828571429,5.7,206919.0,both,
14960,nm0064181,writer,Stuart Beattie,,tt1298650,writer,Pirates of the Caribbean: On Stranger Tides,137.0,"Action,Adventure,Fantasy",PG-13,2011-05-20,2011.0,5.0,20.0,Friday,250000000.0,1045713802.0,3.182855208,6.6,509648.0,both,
14963,nm0064181,writer,Stuart Beattie,,tt1790809,writer,Pirates of the Caribbean: Dead Men Tell No Tales,129.0,"Action,Adventure,Fantasy",PG-13,2017-05-26,2017.0,5.0,26.0,Friday,230000000.0,794881442.0,2.456006269565217,6.6,292342.0,both,
14983,nm0066764,writer,Michael Begler,,tt0337697,writer,The Prince and Me,111.0,"Comedy,Family,Romance",PG,2004-04-02,2004.0,4.0,2.0,Friday,22000000.0,37666766.0,0.7121257272727273,5.9,39001.0,both,
14984,nm0066764,writer,Michael Begler,,tt0350028,writer,Raising Helen,119.0,"Comedy,Drama,Romance",PG-13,2004-05-28,2004.0,5.0,28.0,Friday,50000000.0,49718611.0,-0.00562778,6.0,36729.0,both,
14985,nm0066764,writer,Michael Begler,,tt0393735,writer,The Shaggy Dog,98.0,"Comedy,Family,Fantasy",PG,2006-03-10,2006.0,3.0,10.0,Friday,50000000.0,87134280.0,0.7426856,4.4,19073.0,both,
15005,nm0066764,writer,Michael Begler,,tt1430615,writer,Big Miracle,107.0,"Biography,Drama,Family",PG,2012-02-03,2012.0,2.0,3.0,Friday,40000000.0,24740061.0,-0.381498475,6.5,19526.0,both,
15041,nm0067308,writer,Ian Hay,1876.0,tt0019483,writer,Tommy Atkins,80.0,"Action,Drama,Romance",Passed,1929-02-04,1928.0,2.0,4.0,Monday,0.0,0.0,,6.0,7.0,both,52.0
15043,nm0067308,writer,Ian Hay,1876.0,tt0022424,writer,The Sport of Kings,90.0,Comedy,error,1931-08-01,1931.0,8.0,1.0,Saturday,0.0,0.0,,4.3,30.0,both,55.0
15045,nm0067308,writer,Ian Hay,1876.0,tt0023222,writer,Midshipmaid Gob,84.0,Comedy,error,1934-01-13,1932.0,1.0,13.0,Saturday,0.0,0.0,,6.6,53.0,both,56.0
15047,nm0067308,writer,Ian Hay,1876.0,tt0024161,writer,I Was a Spy,89.0,"Drama,War",Passed,1933-12-15,1933.0,12.0,15.0,Friday,0.0,0.0,,6.8,193.0,both,57.0
15049,nm0067308,writer,Ian Hay,1876.0,tt0024419,writer,Orders Is Orders,88.0,Comedy,error,1933-07-18,1933.0,7.0,18.0,Tuesday,0.0,0.0,,5.7,20.0,both,57.0
15050,nm0067308,writer,Ian Hay,1876.0,tt0026029,writer,The 39 Steps,86.0,"Crime,Mystery,Thriller",Approved,1935-07-31,1935.0,7.0,31.0,Wednesday,50000.0,51711.0,0.03422,7.6,56003.0,both,59.0
15052,nm0067308,writer,Ian Hay,1876.0,tt0026694,writer,Me and Marlborough,84.0,"Comedy,Romance",error,1935-07-23,1935.0,7.0,23.0,Tuesday,0.0,0.0,,5.9,54.0,both,59.0
15053,nm0067308,writer,Ian Hay,1876.0,tt0027215,writer,The Widow from Monte Carlo,60.0,"Comedy,Romance",error,1936-02-01,1935.0,2.0,1.0,Saturday,0.0,0.0,,5.9,74.0,both,59.0
15054,nm0067308,writer,Ian Hay,1876.0,tt0027646,writer,The Frog,75.0,"Adventure,Crime,Mystery",Approved,1939-12-09,1937.0,12.0,9.0,Saturday,0.0,0.0,,6.5,35.0,both,61.0
15055,nm0067308,writer,Ian Hay,1876.0,tt0027838,writer,"Keep Your Seats, Please!",82.0,"Comedy,Musical",Not Rated,1937-03-15,1936.0,3.0,15.0,Monday,0.0,0.0,,6.3,179.0,both,60.0
15056,nm0067308,writer,Ian Hay,1876.0,tt0027935,writer,The Man Behind the Mask,79.0,Drama,error,1936-08-24,1936.0,8.0,24.0,Monday,0.0,0.0,,6.2,63.0,both,60.0
15057,nm0067308,writer,Ian Hay,1876.0,tt0028212,writer,Sabotage,76.0,"Crime,Thriller",Not Rated,1937-01-11,1936.0,1.0,11.0,Monday,0.0,0.0,,7.0,16571.0,both,60.0
15058,nm0067308,writer,Ian Hay,1876.0,tt0028231,writer,Secret Agent,86.0,"Mystery,Thriller",Not Rated,1936-06-15,1936.0,6.0,15.0,Monday,0.0,0.0,,6.5,8349.0,both,60.0
15059,nm0067308,writer,Ian Hay,1876.0,tt0028757,writer,A Damsel in Distress,101.0,"Comedy,Music,Romance",Passed,1937-11-19,1937.0,11.0,19.0,Friday,1035000.0,0.0,-1.0,6.8,2014.0,both,61.0
15060,nm0067308,writer,Ian Hay,1876.0,tt0028854,writer,Troopship,85.0,Drama,error,1937-06-17,1937.0,6.0,17.0,Thursday,0.0,0.0,,6.0,33.0,both,61.0
15061,nm0067308,writer,Ian Hay,1876.0,tt0030247,writer,Housemaster,100.0,Comedy,error,1939-04-09,1938.0,4.0,9.0,Sunday,0.0,0.0,,7.1,34.0,both,62.0
15062,nm0067308,writer,Ian Hay,1876.0,tt0030674,writer,Nobody Home,73.0,Mystery,error,1939-09-01,1938.0,9.0,1.0,Friday,0.0,0.0,,6.9,53.0,both,62.0
15063,nm0067308,writer,Ian Hay,1876.0,tt0031272,writer,Mad Men of Europe,73.0,"Drama,War",error,1940-06-26,1940.0,6.0,26.0,Wednesday,0.0,0.0,,7.8,9.0,both,64.0
15064,nm0067308,writer,Ian Hay,1876.0,tt0031644,writer,The Middle Watch,87.0,Comedy,error,1940-05-11,1940.0,5.0,11.0,Saturday,0.0,0.0,,6.5,30.0,both,64.0
15066,nm0067308,writer,Ian Hay,1876.0,tt0047310,writer,Orders Are Orders,78.0,Comedy,error,1955-05-08,1954.0,5.0,8.0,Sunday,0.0,0.0,,4.8,264.0,both,78.0
15067,nm0067308,writer,Ian Hay,1876.0,tt0050960,writer,The Ship Was Loaded,83.0,Comedy,error,1957-10-11,1957.0,10.0,11.0,Friday,0.0,0.0,,5.3,299.0,both,81.0
15068,nm0067308,writer,Ian Hay,1876.0,tt0051662,writer,Girls at Sea,80.0,Comedy,Not Rated,1962-02-01,1958.0,2.0,1.0,Thursday,0.0,0.0,,6.3,58.0,both,82.0
15069,nm0067308,writer,Ian Hay,1876.0,tt0057502,writer,Sikke'n familie,100.0,"Comedy,Crime,Drama",error,1963-08-12,1963.0,8.0,12.0,Monday,0.0,0.0,,6.1,52.0,both,87.0
15080,nm0070361,writer,Robert Benchley,1889.0,tt0016603,writer,The American Venus,80.0,Comedy,Passed,1926-01-31,1926.0,1.0,31.0,Sunday,0.0,0.0,,7.3,47.0,both,37.0
15081,nm0070361,writer,Robert Benchley,1889.0,tt0017411,writer,A Social Celebrity,70.0,Comedy,error,1926-03-29,1926.0,3.0,29.0,Monday,0.0,0.0,,7.0,20.0,both,37.0
15082,nm0070361,writer,Robert Benchley,1889.0,tt0017585,writer,You'd Be Surprised,60.0,"Comedy,Mystery",Passed,1926-09-25,1926.0,9.0,25.0,Saturday,0.0,0.0,,6.5,58.0,both,37.0
15083,nm0070361,writer,Robert Benchley,1889.0,tt0023485,writer,Sky Devils,90.0,"Action,Comedy,War",Passed,1932-03-12,1932.0,3.0,12.0,Saturday,0.0,0.0,,5.5,104.0,both,43.0
15084,nm0070361,writer,Robert Benchley,1889.0,tt0023742,writer,After Tonight,71.0,"Drama,Romance,War",Passed,1933-11-10,1933.0,11.0,10.0,Friday,355000.0,0.0,-1.0,6.1,347.0,both,44.0
15085,nm0070361,writer,Robert Benchley,1889.0,tt0023816,writer,Blind Adventure,65.0,Mystery,Approved,1933-08-18,1933.0,8.0,18.0,Friday,0.0,0.0,,6.2,261.0,both,44.0
15086,nm0070361,writer,Robert Benchley,1889.0,tt0023926,writer,Dancing Lady,92.0,"Comedy,Musical,Romance",Passed,1933-11-24,1933.0,11.0,24.0,Friday,923055.0,0.0,-1.0,6.8,2411.0,both,44.0
15087,nm0070361,writer,Robert Benchley,1889.0,tt0026744,writer,Murder on a Honeymoon,74.0,"Comedy,Drama,Mystery",Approved,1935-02-22,1935.0,2.0,22.0,Friday,0.0,0.0,,6.7,781.0,both,46.0
15088,nm0070361,writer,Robert Benchley,1889.0,tt0026901,writer,Pursuit,60.0,"Action,Comedy,Romance",Passed,1935-08-09,1935.0,8.0,9.0,Friday,0.0,0.0,,5.8,167.0,both,46.0
15089,nm0070361,writer,Robert Benchley,1889.0,tt0029680,writer,Top of the Town,86.0,"Comedy,Music",Passed,1937-04-18,1937.0,4.0,18.0,Sunday,0.0,0.0,,5.8,62.0,both,48.0
15090,nm0070361,writer,Robert Benchley,1889.0,tt0032484,writer,Foreign Correspondent,120.0,"Action,Romance,Thriller",Passed,1940-08-16,1940.0,8.0,16.0,Friday,1500000.0,623.0,-0.9995846666666668,7.5,20550.0,both,51.0
15092,nm0070368,writer,Steve Bencich,,tt0328880,writer,Brother Bear,85.0,"Adventure,Animation,Comedy",G,2003-11-01,2003.0,11.0,1.0,Saturday,128000000.0,250397798.0,0.956232796875,6.8,106756.0,both,
15093,nm0070368,writer,Steve Bencich,,tt0371606,writer,Chicken Little,81.0,"Adventure,Animation,Comedy",G,2005-11-04,2005.0,11.0,4.0,Friday,150000000.0,314432837.0,1.096218913333333,5.7,90803.0,both,
15094,nm0070368,writer,Steve Bencich,,tt0400717,writer,Open Season,86.0,"Adventure,Animation,Comedy",PG,2006-09-29,2006.0,9.0,29.0,Friday,85000000.0,200811689.0,1.3624904588235294,6.1,93813.0,both,
15097,nm0070368,writer,Steve Bencich,,tt1287468,writer,Cats & Dogs: The Revenge of Kitty Galore,82.0,"Action,Adventure,Animation",PG,2010-07-30,2010.0,7.0,30.0,Friday,85000000.0,112483764.0,0.3233384,4.3,15057.0,both,
15100,nm0072510,writer,Hugh Benson,1917.0,tt0033088,writer,The Spell of Amy Nugent,82.0,"Drama,Horror",Approved,1945-02-10,1941.0,2.0,10.0,Saturday,0.0,0.0,,5.6,156.0,both,24.0
15102,nm0072510,writer,Hugh Benson,1917.0,tt0071288,writer,The Castaway Cowboy,91.0,"Comedy,Family,Western",G,1974-08-01,1974.0,8.0,1.0,Thursday,0.0,0.0,,5.8,703.0,both,57.0
15114,nm0072600,writer,Ned Benson,1977.0,tt3480822,writer,Black Widow,134.0,"Action,Adventure,Sci-Fi",PG-13,2021-07-09,2021.0,7.0,9.0,Friday,200000000.0,379751655.0,0.898758275,6.7,342415.0,both,44.0
15115,nm0072639,writer,Sally Benson,1897.0,tt0036342,writer,Shadow of a Doubt,108.0,"Film-Noir,Thriller",PG,1943-01-15,1943.0,1.0,15.0,Friday,0.0,714.0,inf,7.8,64189.0,both,46.0
15116,nm0072639,writer,Sally Benson,1897.0,tt0037059,writer,Meet Me in St. Louis,113.0,"Comedy,Drama,Family",Passed,1945-01-01,1944.0,1.0,1.0,Monday,1700000.0,498118.0,-0.7069894117647059,7.5,23890.0,both,47.0
15117,nm0072639,writer,Sally Benson,1897.0,tt0037840,writer,Junior Miss,94.0,Comedy,Approved,1946-11-08,1945.0,11.0,8.0,Friday,0.0,0.0,,7.1,189.0,both,48.0
15118,nm0072639,writer,Sally Benson,1897.0,tt0038303,writer,Anna and the King of Siam,128.0,"Biography,Drama,Romance",Passed,1946-08-11,1946.0,8.0,11.0,Sunday,0.0,0.0,,7.0,2386.0,both,49.0
15119,nm0072639,writer,Sally Benson,1897.0,tt0041257,writer,Come to the Stable,94.0,"Comedy,Drama",Approved,1949-09-01,1949.0,9.0,1.0,Thursday,0.0,0.0,,7.2,1341.0,both,52.0
15120,nm0072639,writer,Sally Benson,1897.0,tt0041260,writer,Conspirator,87.0,"Crime,Drama,Thriller",Approved,1950-03-24,1949.0,3.0,24.0,Friday,1832000.0,0.0,-1.0,6.1,975.0,both,52.0
15121,nm0072639,writer,Sally Benson,1897.0,tt0041594,writer,Little Women,122.0,"Drama,Family,Romance",Approved,1949-04-01,1949.0,4.0,1.0,Friday,0.0,12905600.0,inf,7.2,7399.0,both,52.0
15122,nm0072639,writer,Sally Benson,1897.0,tt0041694,writer,No Man of Her Own,98.0,"Drama,Film-Noir,Romance",Approved,1950-06-05,1950.0,6.0,5.0,Monday,0.0,0.0,,7.4,2153.0,both,53.0
15123,nm0072639,writer,Sally Benson,1897.0,tt0045752,writer,The Farmer Takes a Wife,81.0,"Comedy,Musical,Romance",Approved,1953-07-01,1953.0,7.0,1.0,Wednesday,1860000.0,0.0,-1.0,5.1,170.0,both,56.0
15124,nm0072639,writer,Sally Benson,1897.0,tt0057542,writer,Summer Magic,110.0,"Comedy,Family,Musical",Approved,1963-07-07,1963.0,7.0,7.0,Sunday,0.0,0.0,,7.0,2417.0,both,66.0
15125,nm0072639,writer,Sally Benson,1897.0,tt0058725,writer,Viva Las Vegas,85.0,"Comedy,Musical",Approved,1964-05-20,1964.0,5.0,20.0,Wednesday,1000000.0,0.0,-1.0,6.4,7680.0,both,67.0
15126,nm0072639,writer,Sally Benson,1897.0,tt0059339,writer,Joy in the Morning,103.0,"Drama,Romance",GP,1965-05-05,1965.0,5.0,5.0,Wednesday,0.0,0.0,,5.6,296.0,both,68.0
15127,nm0072639,writer,Sally Benson,1897.0,tt0059718,writer,Signpost to Murder,78.0,"Crime,Mystery,Thriller",Approved,1964-12-04,1964.0,12.0,4.0,Friday,0.0,0.0,,6.2,499.0,both,67.0
15128,nm0072639,writer,Sally Benson,1897.0,tt0060983,writer,The Singing Nun,97.0,"Biography,Drama,Family",Approved,1966-04-02,1966.0,4.0,2.0,Saturday,0.0,0.0,,6.0,1279.0,both,69.0
15138,nm0073026,writer,David Benullo,,tt0118908,writer,Cupid,95.0,"Horror,Thriller",R,1997-02-11,1997.0,2.0,11.0,Tuesday,900000.0,0.0,-1.0,4.1,380.0,both,
15139,nm0073026,writer,David Benullo,,tt0327437,writer,Around the World in 80 Days,120.0,"Action,Adventure,Comedy",PG,2004-06-16,2004.0,6.0,16.0,Wednesday,110000000.0,72178895.0,-0.3438282272727272,5.8,88987.0,both,
15142,nm0073026,writer,David Benullo,,tt1562871,writer,Ra.One,156.0,"Action,Adventure,Sci-Fi",Not Rated,2011-10-26,2011.0,10.0,26.0,Wednesday,24000000.0,35911689.0,0.496320375,4.9,40616.0,both,
15143,nm0073026,writer,David Benullo,,tt2317524,writer,12 Rounds 2: Reloaded,95.0,"Action,Adventure,Thriller",R,2013-06-04,2013.0,6.0,4.0,Tuesday,4000000.0,0.0,-1.0,5.3,5602.0,both,
15152,nm0073504,writer,Dan Berendsen,1964.0,tt0421156,writer,"Veritas, Prince of Truth",93.0,"Action,Adventure,Family",PG,2006-11-03,2006.0,11.0,3.0,Friday,5000000.0,160487.0,-0.9679026,3.3,253.0,both,42.0
15180,nm0073504,writer,Dan Berendsen,1964.0,tt1114677,writer,Hannah Montana: The Movie,102.0,"Comedy,Drama,Family",G,2009-04-10,2009.0,4.0,10.0,Friday,30000000.0,155545279.0,4.184842633333333,4.5,41959.0,both,45.0
15347,nm0073714,writer,Bill Berg,1917.0,tt0210654,writer,Donald Duck's Summer Magic,75.0,"Animation,Family",error,1977-12-17,1977.0,12.0,17.0,Saturday,0.0,0.0,,6.7,40.0,both,60.0
15348,nm0073714,writer,Bill Berg,1917.0,tt0213268,writer,Superstar Goofy,74.0,"Animation,Family",error,1976-07-25,1972.0,7.0,25.0,Sunday,0.0,0.0,,6.6,111.0,both,55.0
15387,nm0073850,writer,Michael Berg,,tt0160572,writer,New Jersey Turnpikes,,Comedy,error,,1999.0,,,,0.0,0.0,,6.2,65.0,both,
15388,nm0073850,writer,Michael Berg,,tt0268380,writer,Ice Age,81.0,"Adventure,Animation,Comedy",PG,2002-03-15,2002.0,3.0,15.0,Friday,59000000.0,383257136.0,5.495883661016949,7.5,469920.0,both,
15389,nm0073850,writer,Michael Berg,,tt1080016,writer,Ice Age 3: Dawn of the Dinosaurs,94.0,"Adventure,Animation,Comedy",PG,2009-07-01,2009.0,7.0,1.0,Wednesday,90000000.0,886686817.0,8.852075744444445,6.9,239125.0,both,
15391,nm0073850,writer,Michael Berg,,tt1667889,writer,Ice Age 4: Continental Drift,88.0,"Adventure,Animation,Comedy",PG,2012-07-13,2012.0,7.0,13.0,Friday,95000000.0,877244782.0,8.2341556,6.5,204408.0,both,
15393,nm0073850,writer,Michael Berg,,tt3416828,writer,Ice Age 5: Collision Course,94.0,"Adventure,Animation,Comedy",PG,2016-07-22,2016.0,7.0,22.0,Friday,105000000.0,408754975.0,2.892904523809524,5.7,64385.0,both,
15397,nm0075859,writer,Ted Berman,1919.0,tt0066817,writer,Bedknobs and Broomsticks,117.0,"Adventure,Animation,Comedy",G,1971-12-13,1971.0,12.0,13.0,Monday,20000000.0,0.0,-1.0,7.1,36836.0,both,52.0
15414,nm0076166,writer,Carlo Bernard,,tt0326905,writer,The Great Raid,132.0,"Action,Drama,War",R,2005-08-12,2005.0,8.0,12.0,Friday,80000000.0,10777375.0,-0.8652828125,6.7,22344.0,both,
15415,nm0076166,writer,Carlo Bernard,,tt0473075,writer,Prince of Persia: The Sands of Time,116.0,"Action,Adventure,Fantasy",PG-13,2010-05-28,2010.0,5.0,28.0,Friday,200000000.0,336365676.0,0.68182838,6.6,284875.0,both,
15417,nm0076166,writer,Carlo Bernard,,tt0815245,writer,The Uninvited,87.0,"Drama,Fantasy,Horror",PG-13,2009-01-30,2009.0,1.0,30.0,Friday,0.0,41633384.0,inf,6.3,79515.0,both,
15418,nm0076166,writer,Carlo Bernard,,tt0963966,writer,The Sorcerer's Apprentice,109.0,"Action,Adventure,Family",PG,2010-07-14,2010.0,7.0,14.0,Wednesday,150000000.0,215283742.0,0.4352249466666666,6.1,159913.0,both,
15429,nm0076166,writer,Carlo Bernard,,tt2034800,writer,The Great Wall,103.0,"Action,Adventure,Fantasy",PG-13,2017-02-17,2016.0,2.0,17.0,Friday,150000000.0,334933831.0,1.2328922066666668,5.9,131916.0,both,
15476,nm0076791,writer,Kevin Bernhardt,1961.0,tt0113313,writer,Hollow Point,102.0,"Action,Comedy,Crime",R,1996-07-01,1996.0,7.0,1.0,Monday,0.0,0.0,,5.7,1925.0,both,35.0
15477,nm0076791,writer,Kevin Bernhardt,1961.0,tt0113394,writer,The Immortals,98.0,"Action,Crime,Drama",R,1995-10-05,1995.0,10.0,5.0,Thursday,0.0,0.0,,5.5,1436.0,both,34.0
15479,nm0076791,writer,Kevin Bernhardt,1961.0,tt0119872,writer,The Peacekeeper,98.0,Action,R,1997-08-22,1997.0,8.0,22.0,Friday,10000000.0,0.0,-1.0,5.0,2708.0,both,36.0
15480,nm0076791,writer,Kevin Bernhardt,1961.0,tt0120851,writer,Sweepers,96.0,"Action,Adventure,Drama",R,1999-02-06,1998.0,2.0,6.0,Saturday,12500000.0,0.0,-1.0,4.3,1796.0,both,37.0
15481,nm0076791,writer,Kevin Bernhardt,1961.0,tt0157191,writer,One Last Dance,101.0,"Drama,Romance",PG-13,2004-11-12,2003.0,11.0,12.0,Friday,16000000.0,1041741.0,-0.9348911875,5.4,1521.0,both,42.0
15482,nm0076791,writer,Kevin Bernhardt,1961.0,tt0171227,writer,Diplomatic Siege,90.0,"Action,Thriller",R,1999-11-17,1999.0,11.0,17.0,Wednesday,10000000.0,0.0,-1.0,3.9,1478.0,both,38.0
15483,nm0076791,writer,Kevin Bernhardt,1961.0,tt0192701,writer,Turbulence 2: Fear of Flying,101.0,"Action,Thriller",R,1999-12-27,1999.0,12.0,27.0,Monday,0.0,0.0,,4.2,2196.0,both,38.0
15484,nm0076791,writer,Kevin Bernhardt,1961.0,tt0199650,writer,Jill Rips,94.0,"Drama,Thriller",R,2000-02-21,2000.0,2.0,21.0,Monday,2000000.0,0.0,-1.0,4.0,1012.0,both,39.0
15485,nm0076791,writer,Kevin Bernhardt,1961.0,tt0203503,writer,Five Aces,95.0,"Comedy,Drama",R,1999-05-28,1999.0,5.0,28.0,Friday,3000000.0,0.0,-1.0,5.1,655.0,both,38.0
15486,nm0076791,writer,Kevin Bernhardt,1961.0,tt0218080,writer,Agent Red,95.0,"Action,Drama,Thriller",R,2000-12-27,2000.0,12.0,27.0,Wednesday,2000000.0,0.0,-1.0,3.3,1226.0,both,39.0
15487,nm0076791,writer,Kevin Bernhardt,1961.0,tt0233142,writer,3000 Miles to Graceland,125.0,"Action,Comedy,Crime",R,2001-02-23,2001.0,2.0,23.0,Friday,62000000.0,18720175.0,-0.6980616935483871,5.9,46038.0,both,40.0
15488,nm0076791,writer,Kevin Bernhardt,1961.0,tt0361089,writer,Valiant,76.0,"Adventure,Animation,Comedy",G,2005-08-19,2005.0,8.0,19.0,Friday,35000000.0,61746888.0,0.7641968,5.5,22570.0,both,44.0
15489,nm0076791,writer,Kevin Bernhardt,1961.0,tt0438315,writer,Peaceful Warrior,120.0,"Drama,Romance,Sport",PG-13,2006-06-23,2006.0,6.0,23.0,Friday,10000000.0,4326927.0,-0.5673073,7.2,27928.0,both,45.0
15490,nm0076791,writer,Kevin Bernhardt,1961.0,tt0462596,writer,Virginia,,Drama,error,2005-01-01,2005.0,1.0,1.0,Saturday,600000.0,0.0,-1.0,5.8,57.0,both,44.0
15496,nm0076791,writer,Kevin Bernhardt,1961.0,tt1578882,writer,Elephant White,91.0,"Action,Crime,Thriller",R,2011-05-17,2011.0,5.0,17.0,Tuesday,10000000.0,0.0,-1.0,5.0,10765.0,both,50.0
15501,nm0076791,writer,Kevin Bernhardt,1961.0,tt2275629,writer,Cliffs of Freedom,137.0,Drama,R,2019-03-22,2019.0,3.0,22.0,Friday,0.0,300842.0,inf,6.2,622.0,both,58.0
15507,nm0076791,writer,Kevin Bernhardt,1961.0,tt4353270,writer,Echo Boomers,94.0,"Action,Crime,Drama",R,2020-11-13,2020.0,11.0,13.0,Friday,2500000.0,2934433.0,0.1737732,6.1,8233.0,both,59.0
15509,nm0076791,writer,Kevin Bernhardt,1961.0,tt5648036,writer,S.M.A.R.T. Chase,95.0,"Action,Thriller",Not Rated,2018-08-31,2017.0,8.0,31.0,Friday,30000000.0,2727767.0,-0.9090744333333334,4.7,5733.0,both,56.0
15515,nm0077080,writer,Jonathan Bernstein,,tt0273799,writer,Max Keeble's Big Move,86.0,"Comedy,Crime,Family",PG,2001-10-05,2001.0,10.0,5.0,Friday,25000000.0,18634654.0,-0.25461384,5.4,8052.0,both,
15516,nm0077080,writer,Jonathan Bernstein,,tt0397078,writer,Just My Luck,108.0,"Comedy,Fantasy,Romance",PG-13,2006-05-12,2006.0,5.0,12.0,Friday,28000000.0,38159905.0,0.36285375,5.4,56395.0,both,
15517,nm0077080,writer,Jonathan Bernstein,,tt0462395,writer,Larry the Cable Guy: Health Inspector,89.0,"Comedy,Romance",PG-13,2006-03-24,2006.0,3.0,24.0,Friday,4000000.0,15680099.0,2.92002475,3.6,13179.0,both,
15520,nm0077080,writer,Jonathan Bernstein,,tt1273678,writer,The Spy Next Door,94.0,"Action,Comedy,Family",PG,2010-01-15,2010.0,1.0,15.0,Friday,28000000.0,66166000.0,1.3630714285714285,5.4,43354.0,both,
15522,nm0077080,writer,Jonathan Bernstein,,tt7153766,writer,Unsane,98.0,"Drama,Horror,Mystery",R,2018-03-23,2018.0,3.0,23.0,Friday,1500000.0,14293601.0,8.529067333333334,6.4,45281.0,both,
15524,nm0080588,writer,Bruno Bianchi,1955.0,tt0141369,writer,Inspector Gadget,78.0,"Action,Adventure,Comedy",PG,1999-07-23,1999.0,7.0,23.0,Friday,90000000.0,134403112.0,0.4933679111111111,4.1,47777.0,both,44.0
15661,nm0081052,writer,Jack M. Bickham,1930.0,tt0072653,writer,The Apple Dumpling Gang,100.0,"Comedy,Family,Western",G,1975-07-01,1975.0,7.0,1.0,Tuesday,0.0,36853000.0,inf,6.4,5738.0,both,45.0
15662,nm0081052,writer,Jack M. Bickham,1930.0,tt0074176,writer,Baker's Hawk,98.0,Western,G,1976-12-01,1976.0,12.0,1.0,Wednesday,0.0,0.0,,5.8,250.0,both,46.0
15663,nm0081052,writer,Jack M. Bickham,1930.0,tt0078790,writer,The Apple Dumpling Gang Rides Again,88.0,"Comedy,Family,Western",G,1979-06-27,1979.0,6.0,27.0,Wednesday,5450000.0,20931111.0,2.840570825688073,6.0,2845.0,both,49.0
15665,nm0081081,writer,Jenny Bicks,1963.0,tt0286788,writer,What a Girl Wants,105.0,"Comedy,Drama,Family",PG,2003-04-04,2003.0,4.0,4.0,Friday,25000000.0,50732139.0,1.02928556,5.8,62525.0,both,40.0
15748,nm0081081,writer,Jenny Bicks,1963.0,tt1485796,writer,The Greatest Showman,105.0,"Biography,Drama,Musical",PG,2017-12-20,2017.0,12.0,20.0,Wednesday,84000000.0,436949634.0,4.201781357142857,7.6,268822.0,both,54.0
15760,nm0081081,writer,Jenny Bicks,1963.0,tt2357291,writer,Rio 2,101.0,"Adventure,Animation,Comedy",G,2014-04-11,2014.0,4.0,11.0,Friday,103000000.0,498781117.0,3.8425351165048554,6.3,87813.0,both,51.0
15767,nm0081140,writer,Cordelia Drexel Biddle,1898.0,tt0061749,writer,The Happiest Millionaire,141.0,"Comedy,Family,Musical",Approved,1968-07-10,1967.0,7.0,10.0,Wednesday,0.0,0.0,,6.6,2116.0,both,69.0
15770,nm0081794,writer,W. Watts Biggers,1927.0,tt0467110,writer,Underdog,100.0,"Action,Adventure,Comedy",PG,2007-08-03,2007.0,8.0,3.0,Friday,0.0,65270477.0,inf,4.8,21429.0,both,80.0
